id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,centroid_longitude,centroid_latitude,cases,date
PEAYA050616,Peru,Ayacucho,Lucanas,San Juan,District,3,AYA,604,PE-AYA,PER,PE,"San Juan, Lucanas, Ayacucho, Peru",-74.186401,-14.653992,0,2020-01-15
PEAYA050617,Peru,Ayacucho,Lucanas,San Pedro,District,3,AYA,604,PE-AYA,PER,PE,"San Pedro, Lucanas, Ayacucho, Peru",-74.207939,-14.971119,0,2020-01-15
PEAYA050618,Peru,Ayacucho,Lucanas,San Pedro De Palco,District,3,AYA,604,PE-AYA,PER,PE,"San Pedro De Palco, Lucanas, Ayacucho, Peru",-74.494263,-14.291307,0,2020-01-15
PEAYA050619,Peru,Ayacucho,Lucanas,Sancos,District,3,AYA,604,PE-AYA,PER,PE,"Sancos, Lucanas, Ayacucho, Peru",-74.158417,-15.147087,0,2020-01-15
PEAYA050620,Peru,Ayacucho,Lucanas,Santa Ana De Huaycahuacho,District,3,AYA,604,PE-AYA,PER,PE,"Santa Ana De Huaycahuacho, Lucanas, Ayacucho, Peru",-73.925606,-14.220874,0,2020-01-15
PEAYA050621,Peru,Ayacucho,Lucanas,Santa Lucia,District,3,AYA,604,PE-AYA,PER,PE,"Santa Lucia, Lucanas, Ayacucho, Peru",-74.545807,-14.932796,0,2020-01-15
PEAYA050701,Peru,Ayacucho,Parinacochas,Coracora,District,3,AYA,604,PE-AYA,PER,PE,"Coracora, Parinacochas, Ayacucho, Peru",-73.699341,-14.81576,0,2020-01-15
PEAYA050702,Peru,Ayacucho,Parinacochas,Chumpi,District,3,AYA,604,PE-AYA,PER,PE,"Chumpi, Parinacochas, Ayacucho, Peru",-73.699928,-15.105816,0,2020-01-15
PEAYA050703,Peru,Ayacucho,Parinacochas,Coronel Castaneda,District,3,AYA,604,PE-AYA,PER,PE,"Coronel Castaneda, Parinacochas, Ayacucho, Peru",-73.164047,-14.778274,0,2020-01-15
PEAYA050704,Peru,Ayacucho,Parinacochas,Pacapausa,District,3,AYA,604,PE-AYA,PER,PE,"Pacapausa, Parinacochas, Ayacucho, Peru",-73.363022,-14.951979,0,2020-01-15
PEAYA050705,Peru,Ayacucho,Parinacochas,Pullo,District,3,AYA,604,PE-AYA,PER,PE,"Pullo, Parinacochas, Ayacucho, Peru",-73.984489,-15.333175,0,2020-01-15
PEAYA050706,Peru,Ayacucho,Parinacochas,Puyusca,District,3,AYA,604,PE-AYA,PER,PE,"Puyusca, Parinacochas, Ayacucho, Peru",-73.597626,-15.282082,0,2020-01-15
PEAYA050707,Peru,Ayacucho,Parinacochas,San Francisco De Ravacayco,District,3,AYA,604,PE-AYA,PER,PE,"San Francisco De Ravacayco, Parinacochas, Ayacucho, Peru",-73.363182,-15.00583,0,2020-01-15
PEAYA050708,Peru,Ayacucho,Parinacochas,Upahuacho,District,3,AYA,604,PE-AYA,PER,PE,"Upahuacho, Parinacochas, Ayacucho, Peru",-73.529434,-14.88348,0,2020-01-15
PEAYA050801,Peru,Ayacucho,Paucar Del Sara Sara,Pausa,District,3,AYA,604,PE-AYA,PER,PE,"Pausa, Paucar Del Sara Sara, Ayacucho, Peru",-73.357933,-15.320708,0,2020-01-15
PEAYA050802,Peru,Ayacucho,Paucar Del Sara Sara,Colta,District,3,AYA,604,PE-AYA,PER,PE,"Colta, Paucar Del Sara Sara, Ayacucho, Peru",-73.250572,-15.127762,0,2020-01-15
PEAYA050803,Peru,Ayacucho,Paucar Del Sara Sara,Corculla,District,3,AYA,604,PE-AYA,PER,PE,"Corculla, Paucar Del Sara Sara, Ayacucho, Peru",-73.218651,-15.261824,0,2020-01-15
PEAYA050804,Peru,Ayacucho,Paucar Del Sara Sara,Lampa,District,3,AYA,604,PE-AYA,PER,PE,"Lampa, Paucar Del Sara Sara, Ayacucho, Peru",-73.449677,-15.148468,0,2020-01-15
PEAYA050805,Peru,Ayacucho,Paucar Del Sara Sara,Marcabamba,District,3,AYA,604,PE-AYA,PER,PE,"Marcabamba, Paucar Del Sara Sara, Ayacucho, Peru",-73.379158,-15.091725,0,2020-01-15
PEAYA050806,Peru,Ayacucho,Paucar Del Sara Sara,Oyolo,District,3,AYA,604,PE-AYA,PER,PE,"Oyolo, Paucar Del Sara Sara, Ayacucho, Peru",-73.118599,-15.023052,0,2020-01-15
PEAYA050807,Peru,Ayacucho,Paucar Del Sara Sara,Pararca,District,3,AYA,604,PE-AYA,PER,PE,"Pararca, Paucar Del Sara Sara, Ayacucho, Peru",-73.452316,-15.205723,0,2020-01-15
PEAYA050808,Peru,Ayacucho,Paucar Del Sara Sara,San Javier De Alpabamba,District,3,AYA,604,PE-AYA,PER,PE,"San Javier De Alpabamba, Paucar Del Sara Sara, Ayacucho, Peru",-73.294388,-15.048209,0,2020-01-15
PEAYA050809,Peru,Ayacucho,Paucar Del Sara Sara,San Jose De Ushua,District,3,AYA,604,PE-AYA,PER,PE,"San Jose De Ushua, Paucar Del Sara Sara, Ayacucho, Peru",-73.196136,-15.223544,0,2020-01-15
PEAYA050810,Peru,Ayacucho,Paucar Del Sara Sara,Sara Sara,District,3,AYA,604,PE-AYA,PER,PE,"Sara Sara, Paucar Del Sara Sara, Ayacucho, Peru",-73.459488,-15.260029,0,2020-01-15
PEAYA050901,Peru,Ayacucho,Sucre,Querobamba,District,3,AYA,604,PE-AYA,PER,PE,"Querobamba, Sucre, Ayacucho, Peru",-73.804825,-13.994817,0,2020-01-15
PEAYA050902,Peru,Ayacucho,Sucre,Belen,District,3,AYA,604,PE-AYA,PER,PE,"Belen, Sucre, Ayacucho, Peru",-73.767258,-13.804315,0,2020-01-15
PEAYA050903,Peru,Ayacucho,Sucre,Chalcos,District,3,AYA,604,PE-AYA,PER,PE,"Chalcos, Sucre, Ayacucho, Peru",-73.752609,-13.850955,0,2020-01-15
PEAYA050904,Peru,Ayacucho,Sucre,Chilcayoc,District,3,AYA,604,PE-AYA,PER,PE,"Chilcayoc, Sucre, Ayacucho, Peru",-73.721764,-13.891238,0,2020-01-15
PEAYA050905,Peru,Ayacucho,Sucre,Huacana,District,3,AYA,604,PE-AYA,PER,PE,"Huacana, Sucre, Ayacucho, Peru",-73.86467,-14.214128,0,2020-01-15
PEAYA050906,Peru,Ayacucho,Sucre,Morcolla,District,3,AYA,604,PE-AYA,PER,PE,"Morcolla, Sucre, Ayacucho, Peru",-73.834457,-14.154759,0,2020-01-15
PEAYA050907,Peru,Ayacucho,Sucre,Paico,District,3,AYA,604,PE-AYA,PER,PE,"Paico, Sucre, Ayacucho, Peru",-73.666588,-14.012591,0,2020-01-15
PEAYA050908,Peru,Ayacucho,Sucre,San Pedro De Larcay,District,3,AYA,604,PE-AYA,PER,PE,"San Pedro De Larcay, Sucre, Ayacucho, Peru",-73.589584,-14.283503,0,2020-01-15
PEAYA050909,Peru,Ayacucho,Sucre,San Salvador De Quije,District,3,AYA,604,PE-AYA,PER,PE,"San Salvador De Quije, Sucre, Ayacucho, Peru",-73.717766,-13.983271,0,2020-01-15
PEAYA050910,Peru,Ayacucho,Sucre,Santiago De Paucaray,District,3,AYA,604,PE-AYA,PER,PE,"Santiago De Paucaray, Sucre, Ayacucho, Peru",-73.653381,-14.087478,0,2020-01-15
PEAYA050911,Peru,Ayacucho,Sucre,Soras,District,3,AYA,604,PE-AYA,PER,PE,"Soras, Sucre, Ayacucho, Peru",-73.690994,-14.209561,0,2020-01-15
PEAYA051001,Peru,Ayacucho,Victor Fajardo,Huancapi,District,3,AYA,604,PE-AYA,PER,PE,"Huancapi, Victor Fajardo, Ayacucho, Peru",-74.089844,-13.804658,0,2020-01-15
PEAYA051002,Peru,Ayacucho,Victor Fajardo,Alcamenca,District,3,AYA,604,PE-AYA,PER,PE,"Alcamenca, Victor Fajardo, Ayacucho, Peru",-74.210449,-13.665536,0,2020-01-15
PEAYA051003,Peru,Ayacucho,Victor Fajardo,Apongo,District,3,AYA,604,PE-AYA,PER,PE,"Apongo, Victor Fajardo, Ayacucho, Peru",-74.006859,-14.064958,0,2020-01-15
PEAYA051004,Peru,Ayacucho,Victor Fajardo,Asquipata,District,3,AYA,604,PE-AYA,PER,PE,"Asquipata, Victor Fajardo, Ayacucho, Peru",-73.937813,-14.075817,0,2020-01-15
PEAYA051005,Peru,Ayacucho,Victor Fajardo,Canaria,District,3,AYA,604,PE-AYA,PER,PE,"Canaria, Victor Fajardo, Ayacucho, Peru",-73.994553,-13.96155,0,2020-01-15
PEAYA051006,Peru,Ayacucho,Victor Fajardo,Cayara,District,3,AYA,604,PE-AYA,PER,PE,"Cayara, Victor Fajardo, Ayacucho, Peru",-73.988678,-13.792846,0,2020-01-15
PEAYA051007,Peru,Ayacucho,Victor Fajardo,Colca,District,3,AYA,604,PE-AYA,PER,PE,"Colca, Victor Fajardo, Ayacucho, Peru",-74.037933,-13.71486,0,2020-01-15
PEAYA051008,Peru,Ayacucho,Victor Fajardo,Huamanquiquia,District,3,AYA,604,PE-AYA,PER,PE,"Huamanquiquia, Victor Fajardo, Ayacucho, Peru",-74.275719,-13.716079,0,2020-01-15
PEAYA051009,Peru,Ayacucho,Victor Fajardo,Huancaraylla,District,3,AYA,604,PE-AYA,PER,PE,"Huancaraylla, Victor Fajardo, Ayacucho, Peru",-74.169868,-13.749076,0,2020-01-15
PEAYA051010,Peru,Ayacucho,Victor Fajardo,Huaya,District,3,AYA,604,PE-AYA,PER,PE,"Huaya, Victor Fajardo, Ayacucho, Peru",-73.979202,-13.87803,0,2020-01-15
PEAYA051011,Peru,Ayacucho,Victor Fajardo,Sarhua,District,3,AYA,604,PE-AYA,PER,PE,"Sarhua, Victor Fajardo, Ayacucho, Peru",-74.409843,-13.690285,0,2020-01-15
PEAYA051012,Peru,Ayacucho,Victor Fajardo,Vilcanchos,District,3,AYA,604,PE-AYA,PER,PE,"Vilcanchos, Victor Fajardo, Ayacucho, Peru",-74.643181,-13.652381,0,2020-01-15
PEAYA051101,Peru,Ayacucho,Vilcas Huaman,Vilcas Huaman,District,3,AYA,604,PE-AYA,PER,PE,"Vilcas Huaman, Vilcas Huaman, Ayacucho, Peru",-73.896324,-13.655702,0,2020-01-15
PEAYA051102,Peru,Ayacucho,Vilcas Huaman,Accomarca,District,3,AYA,604,PE-AYA,PER,PE,"Accomarca, Vilcas Huaman, Ayacucho, Peru",-73.867401,-13.806237,0,2020-01-15
PEAYA051103,Peru,Ayacucho,Vilcas Huaman,Carhuanca,District,3,AYA,604,PE-AYA,PER,PE,"Carhuanca, Vilcas Huaman, Ayacucho, Peru",-73.782066,-13.739439,0,2020-01-15
PEAYA051104,Peru,Ayacucho,Vilcas Huaman,Concepcion,District,3,AYA,604,PE-AYA,PER,PE,"Concepcion, Vilcas Huaman, Ayacucho, Peru",-73.880409,-13.542102,0,2020-01-15
PEAYA051105,Peru,Ayacucho,Vilcas Huaman,Huambalpa,District,3,AYA,604,PE-AYA,PER,PE,"Huambalpa, Vilcas Huaman, Ayacucho, Peru",-73.887909,-13.744308,0,2020-01-15
PEAYA051106,Peru,Ayacucho,Vilcas Huaman,Independencia,District,3,AYA,604,PE-AYA,PER,PE,"Independencia, Vilcas Huaman, Ayacucho, Peru",-73.858475,-13.875657,0,2020-01-15
PEAYA051107,Peru,Ayacucho,Vilcas Huaman,Saurama,District,3,AYA,604,PE-AYA,PER,PE,"Saurama, Vilcas Huaman, Ayacucho, Peru",-73.750343,-13.701022,0,2020-01-15
PEAYA051108,Peru,Ayacucho,Vilcas Huaman,Vischongo,District,3,AYA,604,PE-AYA,PER,PE,"Vischongo, Vilcas Huaman, Ayacucho, Peru",-74.013695,-13.553711,0,2020-01-15
PECAJ060101,Peru,Cajamarca,Cajamarca,Cajamarca,District,3,CAJ,604,PE-CAJ,PER,PE,"Cajamarca, Cajamarca, Cajamarca, Peru",-78.561089,-7.0775123,0,2020-01-15
PECAJ060102,Peru,Cajamarca,Cajamarca,Asuncion,District,3,CAJ,604,PE-CAJ,PER,PE,"Asuncion, Cajamarca, Cajamarca, Peru",-78.527184,-7.3382354,0,2020-01-15
PECAJ060103,Peru,Cajamarca,Cajamarca,Chetilla,District,3,CAJ,604,PE-CAJ,PER,PE,"Chetilla, Cajamarca, Cajamarca, Peru",-78.65403,-7.1425047,0,2020-01-15
PECAJ060104,Peru,Cajamarca,Cajamarca,Cospan,District,3,CAJ,604,PE-CAJ,PER,PE,"Cospan, Cajamarca, Cajamarca, Peru",-78.516869,-7.4530292,0,2020-01-15
PECAJ060105,Peru,Cajamarca,Cajamarca,Encanada,District,3,CAJ,604,PE-CAJ,PER,PE,"Encanada, Cajamarca, Cajamarca, Peru",-78.402939,-6.9851995,0,2020-01-15
PECAJ060106,Peru,Cajamarca,Cajamarca,Jesus,District,3,CAJ,604,PE-CAJ,PER,PE,"Jesus, Cajamarca, Cajamarca, Peru",-78.366646,-7.2983093,0,2020-01-15
PECAJ060107,Peru,Cajamarca,Cajamarca,Llacanora,District,3,CAJ,604,PE-CAJ,PER,PE,"Llacanora, Cajamarca, Cajamarca, Peru",-78.411842,-7.1895986,0,2020-01-15
PECAJ060108,Peru,Cajamarca,Cajamarca,Los Banos Del Inca,District,3,CAJ,604,PE-CAJ,PER,PE,"Los Banos Del Inca, Cajamarca, Cajamarca, Peru",-78.455971,-7.0901237,0,2020-01-15
PECAJ060109,Peru,Cajamarca,Cajamarca,Magdalena,District,3,CAJ,604,PE-CAJ,PER,PE,"Magdalena, Cajamarca, Cajamarca, Peru",-78.622383,-7.2247291,0,2020-01-15
PECAJ060110,Peru,Cajamarca,Cajamarca,Matara,District,3,CAJ,604,PE-CAJ,PER,PE,"Matara, Cajamarca, Cajamarca, Peru",-78.259483,-7.2720118,0,2020-01-15
PECAJ060111,Peru,Cajamarca,Cajamarca,Namora,District,3,CAJ,604,PE-CAJ,PER,PE,"Namora, Cajamarca, Cajamarca, Peru",-78.284073,-7.1843638,0,2020-01-15
PECAJ060112,Peru,Cajamarca,Cajamarca,San Juan,District,3,CAJ,604,PE-CAJ,PER,PE,"San Juan, Cajamarca, Cajamarca, Peru",-78.481979,-7.2739096,0,2020-01-15
PECAJ060201,Peru,Cajamarca,Cajabamba,Cajabamba,District,3,CAJ,604,PE-CAJ,PER,PE,"Cajabamba, Cajabamba, Cajamarca, Peru",-78.03215,-7.6314507,0,2020-01-15
PECAJ060202,Peru,Cajamarca,Cajabamba,Cachachi,District,3,CAJ,604,PE-CAJ,PER,PE,"Cachachi, Cajabamba, Cajamarca, Peru",-78.253326,-7.5677004,0,2020-01-15
PECAJ060203,Peru,Cajamarca,Cajabamba,Condebamba,District,3,CAJ,604,PE-CAJ,PER,PE,"Condebamba, Cajabamba, Cajamarca, Peru",-78.091141,-7.5301161,0,2020-01-15
PECAJ060204,Peru,Cajamarca,Cajabamba,Sitacocha,District,3,CAJ,604,PE-CAJ,PER,PE,"Sitacocha, Cajabamba, Cajamarca, Peru",-77.906296,-7.4743786,0,2020-01-15
PECAJ060301,Peru,Cajamarca,Celendin,Celendin,District,3,CAJ,604,PE-CAJ,PER,PE,"Celendin, Celendin, Cajamarca, Peru",-78.117615,-6.775198,0,2020-01-15
PECAJ060302,Peru,Cajamarca,Celendin,Chumuch,District,3,CAJ,604,PE-CAJ,PER,PE,"Chumuch, Celendin, Cajamarca, Peru",-78.187057,-6.5705261,0,2020-01-15
PECAJ060303,Peru,Cajamarca,Celendin,Cortegana,District,3,CAJ,604,PE-CAJ,PER,PE,"Cortegana, Celendin, Cajamarca, Peru",-78.285522,-6.4876943,0,2020-01-15
PECAJ060304,Peru,Cajamarca,Celendin,Huasmin,District,3,CAJ,604,PE-CAJ,PER,PE,"Huasmin, Celendin, Cajamarca, Peru",-78.32563,-6.8282819,0,2020-01-15
PECAJ060305,Peru,Cajamarca,Celendin,Jorge Chavez,District,3,CAJ,604,PE-CAJ,PER,PE,"Jorge Chavez, Celendin, Cajamarca, Peru",-78.069611,-6.9395556,0,2020-01-15
PECAJ060306,Peru,Cajamarca,Celendin,Jose Galvez,District,3,CAJ,604,PE-CAJ,PER,PE,"Jose Galvez, Celendin, Cajamarca, Peru",-78.158775,-6.9198942,0,2020-01-15
PECAJ060307,Peru,Cajamarca,Celendin,Miguel Iglesias,District,3,CAJ,604,PE-CAJ,PER,PE,"Miguel Iglesias, Celendin, Cajamarca, Peru",-78.265404,-6.6510057,0,2020-01-15
PECAJ060308,Peru,Cajamarca,Celendin,Oxamarca,District,3,CAJ,604,PE-CAJ,PER,PE,"Oxamarca, Celendin, Cajamarca, Peru",-78.061371,-7.0593495,0,2020-01-15
PECAJ060309,Peru,Cajamarca,Celendin,Sorochuco,District,3,CAJ,604,PE-CAJ,PER,PE,"Sorochuco, Celendin, Cajamarca, Peru",-78.297157,-6.9342198,0,2020-01-15
PECAJ060310,Peru,Cajamarca,Celendin,Sucre,District,3,CAJ,604,PE-CAJ,PER,PE,"Sucre, Celendin, Cajamarca, Peru",-78.17131,-7.0187469,0,2020-01-15
PECAJ060311,Peru,Cajamarca,Celendin,Utco,District,3,CAJ,604,PE-CAJ,PER,PE,"Utco, Celendin, Cajamarca, Peru",-78.057991,-6.881391,0,2020-01-15
PECAJ060312,Peru,Cajamarca,Celendin,La Libertad De Pallan,District,3,CAJ,604,PE-CAJ,PER,PE,"La Libertad De Pallan, Celendin, Cajamarca, Peru",-78.286102,-6.7088008,0,2020-01-15
PECAJ060401,Peru,Cajamarca,Chota,Chota,District,3,CAJ,604,PE-CAJ,PER,PE,"Chota, Chota, Cajamarca, Peru",-78.642624,-6.5600295,0,2020-01-15
PECAJ060402,Peru,Cajamarca,Chota,Anguia,District,3,CAJ,604,PE-CAJ,PER,PE,"Anguia, Chota, Cajamarca, Peru",-78.575195,-6.338079,0,2020-01-15
PECAJ060403,Peru,Cajamarca,Chota,Chadin,District,3,CAJ,604,PE-CAJ,PER,PE,"Chadin, Chota, Cajamarca, Peru",-78.412796,-6.4398689,0,2020-01-15
PECAJ060404,Peru,Cajamarca,Chota,Chiguirip,District,3,CAJ,604,PE-CAJ,PER,PE,"Chiguirip, Chota, Cajamarca, Peru",-78.708038,-6.4250808,0,2020-01-15
PECAJ060405,Peru,Cajamarca,Chota,Chimban,District,3,CAJ,604,PE-CAJ,PER,PE,"Chimban, Chota, Cajamarca, Peru",-78.448441,-6.284554,0,2020-01-15
PECAJ060406,Peru,Cajamarca,Chota,Choropampa,District,3,CAJ,604,PE-CAJ,PER,PE,"Choropampa, Chota, Cajamarca, Peru",-78.369026,-6.370059,0,2020-01-15
PECAJ060407,Peru,Cajamarca,Chota,Cochabamba,District,3,CAJ,604,PE-CAJ,PER,PE,"Cochabamba, Chota, Cajamarca, Peru",-78.851883,-6.4831529,0,2020-01-15
PECAJ060408,Peru,Cajamarca,Chota,Conchan,District,3,CAJ,604,PE-CAJ,PER,PE,"Conchan, Chota, Cajamarca, Peru",-78.602448,-6.4706082,0,2020-01-15
PECAJ060409,Peru,Cajamarca,Chota,Huambos,District,3,CAJ,604,PE-CAJ,PER,PE,"Huambos, Chota, Cajamarca, Peru",-78.97023,-6.4437423,0,2020-01-15
PECAJ060410,Peru,Cajamarca,Chota,Lajas,District,3,CAJ,604,PE-CAJ,PER,PE,"Lajas, Chota, Cajamarca, Peru",-78.727478,-6.5743222,0,2020-01-15
PECAJ060411,Peru,Cajamarca,Chota,Llama,District,3,CAJ,604,PE-CAJ,PER,PE,"Llama, Chota, Cajamarca, Peru",-79.172905,-6.5390234,0,2020-01-15
PECAJ060412,Peru,Cajamarca,Chota,Miracosta,District,3,CAJ,604,PE-CAJ,PER,PE,"Miracosta, Chota, Cajamarca, Peru",-79.30262,-6.3577609,0,2020-01-15
PECAJ060413,Peru,Cajamarca,Chota,Paccha,District,3,CAJ,604,PE-CAJ,PER,PE,"Paccha, Chota, Cajamarca, Peru",-78.397949,-6.5339379,0,2020-01-15
PECAJ060414,Peru,Cajamarca,Chota,Pion,District,3,CAJ,604,PE-CAJ,PER,PE,"Pion, Chota, Cajamarca, Peru",-78.478767,-6.1834669,0,2020-01-15
PECAJ060415,Peru,Cajamarca,Chota,Querocoto,District,3,CAJ,604,PE-CAJ,PER,PE,"Querocoto, Chota, Cajamarca, Peru",-79.092934,-6.3521748,0,2020-01-15
PECAJ060416,Peru,Cajamarca,Chota,San Juan De Licupis,District,3,CAJ,604,PE-CAJ,PER,PE,"San Juan De Licupis, Chota, Cajamarca, Peru",-79.245522,-6.4843202,0,2020-01-15
PECAJ060417,Peru,Cajamarca,Chota,Tacabamba,District,3,CAJ,604,PE-CAJ,PER,PE,"Tacabamba, Chota, Cajamarca, Peru",-78.556114,-6.3987017,0,2020-01-15
PECAJ060418,Peru,Cajamarca,Chota,Tocmoche,District,3,CAJ,604,PE-CAJ,PER,PE,"Tocmoche, Chota, Cajamarca, Peru",-79.375931,-6.4568191,0,2020-01-15
PECAJ060419,Peru,Cajamarca,Chota,Chalamarca,District,3,CAJ,604,PE-CAJ,PER,PE,"Chalamarca, Chota, Cajamarca, Peru",-78.49514,-6.5176363,0,2020-01-15
PECAJ060501,Peru,Cajamarca,Contumaza,Contumaza,District,3,CAJ,604,PE-CAJ,PER,PE,"Contumaza, Contumaza, Cajamarca, Peru",-78.736801,-7.3347492,0,2020-01-15
PECAJ060502,Peru,Cajamarca,Contumaza,Chilete,District,3,CAJ,604,PE-CAJ,PER,PE,"Chilete, Contumaza, Cajamarca, Peru",-78.821663,-7.2563438,0,2020-01-15
PECAJ060503,Peru,Cajamarca,Contumaza,Cupisnique,District,3,CAJ,604,PE-CAJ,PER,PE,"Cupisnique, Contumaza, Cajamarca, Peru",-79.066574,-7.3734651,0,2020-01-15
PECAJ060504,Peru,Cajamarca,Contumaza,Guzmango,District,3,CAJ,604,PE-CAJ,PER,PE,"Guzmango, Contumaza, Cajamarca, Peru",-78.917686,-7.3643041,0,2020-01-15
PECAJ060505,Peru,Cajamarca,Contumaza,San Benito,District,3,CAJ,604,PE-CAJ,PER,PE,"San Benito, Contumaza, Cajamarca, Peru",-78.962326,-7.5028062,0,2020-01-15
PECAJ060506,Peru,Cajamarca,Contumaza,Santa Cruz De Toled,District,3,CAJ,604,PE-CAJ,PER,PE,"Santa Cruz De Toled, Contumaza, Cajamarca, Peru",-78.863396,-7.3276625,0,2020-01-15
PECAJ060507,Peru,Cajamarca,Contumaza,Tantarica,District,3,CAJ,604,PE-CAJ,PER,PE,"Tantarica, Contumaza, Cajamarca, Peru",-78.949852,-7.2753105,0,2020-01-15
PECAJ060508,Peru,Cajamarca,Contumaza,Yonan,District,3,CAJ,604,PE-CAJ,PER,PE,"Yonan, Contumaza, Cajamarca, Peru",-79.169136,-7.2776217,0,2020-01-15
PECAJ060601,Peru,Cajamarca,Cutervo,Cutervo,District,3,CAJ,604,PE-CAJ,PER,PE,"Cutervo, Cutervo, Cajamarca, Peru",-78.832962,-6.3800297,0,2020-01-15
PECAJ060602,Peru,Cajamarca,Cutervo,Callayuc,District,3,CAJ,604,PE-CAJ,PER,PE,"Callayuc, Cutervo, Cajamarca, Peru",-78.93103,-6.1273808,0,2020-01-15
PECAJ060603,Peru,Cajamarca,Cutervo,Choros,District,3,CAJ,604,PE-CAJ,PER,PE,"Choros, Cutervo, Cajamarca, Peru",-78.773476,-5.9247165,0,2020-01-15
PECAJ060604,Peru,Cajamarca,Cutervo,Cujillo,District,3,CAJ,604,PE-CAJ,PER,PE,"Cujillo, Cutervo, Cajamarca, Peru",-78.559326,-6.1165681,0,2020-01-15
PECAJ060605,Peru,Cajamarca,Cutervo,La Ramada,District,3,CAJ,604,PE-CAJ,PER,PE,"La Ramada, Cutervo, Cajamarca, Peru",-78.55426,-6.2165728,0,2020-01-15
PECAJ060606,Peru,Cajamarca,Cutervo,Pimpingos,District,3,CAJ,604,PE-CAJ,PER,PE,"Pimpingos, Cutervo, Cajamarca, Peru",-78.768272,-6.0709119,0,2020-01-15
PECAJ060607,Peru,Cajamarca,Cutervo,Querocotillo,District,3,CAJ,604,PE-CAJ,PER,PE,"Querocotillo, Cutervo, Cajamarca, Peru",-79.091644,-6.196815,0,2020-01-15
PECAJ060608,Peru,Cajamarca,Cutervo,San Andres De Cutervo,District,3,CAJ,604,PE-CAJ,PER,PE,"San Andres De Cutervo, Cutervo, Cajamarca, Peru",-78.742332,-6.2240729,0,2020-01-15
PECAJ060609,Peru,Cajamarca,Cutervo,San Juan De Cutervo,District,3,CAJ,604,PE-CAJ,PER,PE,"San Juan De Cutervo, Cutervo, Cajamarca, Peru",-78.600739,-6.1721821,0,2020-01-15
PECAJ060610,Peru,Cajamarca,Cutervo,San Luis De Lucma,District,3,CAJ,604,PE-CAJ,PER,PE,"San Luis De Lucma, Cutervo, Cajamarca, Peru",-78.582169,-6.2686815,0,2020-01-15
PECAJ060611,Peru,Cajamarca,Cutervo,Santa Cruz,District,3,CAJ,604,PE-CAJ,PER,PE,"Santa Cruz, Cutervo, Cajamarca, Peru",-78.841431,-6.1063633,0,2020-01-15
PECAJ060612,Peru,Cajamarca,Cutervo,Santo Domingo De La Capilla,District,3,CAJ,604,PE-CAJ,PER,PE,"Santo Domingo De La Capilla, Cutervo, Cajamarca, Peru",-78.84272,-6.2579618,0,2020-01-15
PECAJ060613,Peru,Cajamarca,Cutervo,Santo Tomas,District,3,CAJ,604,PE-CAJ,PER,PE,"Santo Tomas, Cutervo, Cajamarca, Peru",-78.677643,-6.1185985,0,2020-01-15
PECAJ060614,Peru,Cajamarca,Cutervo,Socota,District,3,CAJ,604,PE-CAJ,PER,PE,"Socota, Cutervo, Cajamarca, Peru",-78.696861,-6.2874727,0,2020-01-15
PECAJ060615,Peru,Cajamarca,Cutervo,Toribio Casanova,District,3,CAJ,604,PE-CAJ,PER,PE,"Toribio Casanova, Cutervo, Cajamarca, Peru",-78.692513,-5.9879503,0,2020-01-15
PECAJ060701,Peru,Cajamarca,Hualgayoc,Bambamarca,District,3,CAJ,604,PE-CAJ,PER,PE,"Bambamarca, Hualgayoc, Cajamarca, Peru",-78.479515,-6.6930962,0,2020-01-15
PECAJ060702,Peru,Cajamarca,Hualgayoc,Chugur,District,3,CAJ,604,PE-CAJ,PER,PE,"Chugur, Hualgayoc, Cajamarca, Peru",-78.70768,-6.6855192,0,2020-01-15
PECAJ060703,Peru,Cajamarca,Hualgayoc,Hualgayoc,District,3,CAJ,604,PE-CAJ,PER,PE,"Hualgayoc, Hualgayoc, Cajamarca, Peru",-78.600304,-6.7526879,0,2020-01-15
PECAJ060801,Peru,Cajamarca,Jaen,Jaen,District,3,CAJ,604,PE-CAJ,PER,PE,"Jaen, Jaen, Cajamarca, Peru",-78.852516,-5.7702122,0,2020-01-15
PECAJ060802,Peru,Cajamarca,Jaen,Bellavista,District,3,CAJ,604,PE-CAJ,PER,PE,"Bellavista, Jaen, Cajamarca, Peru",-78.742645,-5.5645871,0,2020-01-15
PECAJ060803,Peru,Cajamarca,Jaen,Chontali,District,3,CAJ,604,PE-CAJ,PER,PE,"Chontali, Jaen, Cajamarca, Peru",-79.133156,-5.6338296,0,2020-01-15
PECAJ060804,Peru,Cajamarca,Jaen,Colasay,District,3,CAJ,604,PE-CAJ,PER,PE,"Colasay, Jaen, Cajamarca, Peru",-78.979462,-5.9009452,0,2020-01-15
PECAJ060805,Peru,Cajamarca,Jaen,Huabal,District,3,CAJ,604,PE-CAJ,PER,PE,"Huabal, Jaen, Cajamarca, Peru",-78.905861,-5.6049285,0,2020-01-15
PECAJ060806,Peru,Cajamarca,Jaen,Las Pirias,District,3,CAJ,604,PE-CAJ,PER,PE,"Las Pirias, Jaen, Cajamarca, Peru",-78.849586,-5.636342,0,2020-01-15
