id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,centroid_longitude,centroid_latitude
COBOY15621,Colombia,Boyaca,Rondon,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Rondon, Boyaca, Colombia",-73.19651,5.3799477
COBOY15632,Colombia,Boyaca,Saboya,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Saboya, Boyaca, Colombia",-73.747993,5.6999259
COBOY15638,Colombia,Boyaca,Sachica,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sachica, Boyaca, Colombia",-73.543098,5.5734649
COBOY15646,Colombia,Boyaca,Samaca,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Samaca, Boyaca, Colombia",-73.521179,5.47054
COBOY15660,Colombia,Boyaca,San Eduardo,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Eduardo, Boyaca, Colombia",-73.049141,5.2346148
COBOY15664,Colombia,Boyaca,San Jose De Pare,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Jose De Pare, Boyaca, Colombia",-73.543869,5.994154
COBOY15667,Colombia,Boyaca,San Luis De Gaceno,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Luis De Gaceno, Boyaca, Colombia",-73.123779,4.8152723
COBOY15673,Colombia,Boyaca,San Mateo,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Mateo, Boyaca, Colombia",-72.559631,6.4068885
COBOY15676,Colombia,Boyaca,San Miguel De Sema,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Miguel De Sema, Boyaca, Colombia",-73.747162,5.5323267
COBOY15681,Colombia,Boyaca,San Pablo De Borbur,,Municipality,2,BOY,170,CO-BOY,COL,CO,"San Pablo De Borbur, Boyaca, Colombia",-74.114037,5.6773453
COBOY15686,Colombia,Boyaca,Santana,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Santana, Boyaca, Colombia",-73.489746,6.0576148
COBOY15690,Colombia,Boyaca,Santa Maria,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Santa Maria, Boyaca, Colombia",-73.253777,4.8230023
COBOY15693,Colombia,Boyaca,Santa Rosa De Viterbo,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Santa Rosa De Viterbo, Boyaca, Colombia",-72.99173,5.8929505
COBOY15696,Colombia,Boyaca,Santa Sofia,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Santa Sofia, Boyaca, Colombia",-73.603661,5.7316027
COBOY15720,Colombia,Boyaca,Sativanorte,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sativanorte, Boyaca, Colombia",-72.730324,6.1321177
COBOY15723,Colombia,Boyaca,Sativasur,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sativasur, Boyaca, Colombia",-72.715385,6.0706625
COBOY15740,Colombia,Boyaca,Siachoque,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Siachoque, Boyaca, Colombia",-73.21682,5.4987478
COBOY15753,Colombia,Boyaca,Soata,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Soata, Boyaca, Colombia",-72.696037,6.3230882
COBOY15755,Colombia,Boyaca,Socota,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Socota, Boyaca, Colombia",-72.559128,5.9349203
COBOY15757,Colombia,Boyaca,Socha,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Socha, Boyaca, Colombia",-72.682396,5.9604988
COBOY15759,Colombia,Boyaca,Sogamoso,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sogamoso, Boyaca, Colombia",-72.886307,5.6679559
COBOY15761,Colombia,Boyaca,Somondoco,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Somondoco, Boyaca, Colombia",-73.428787,4.970974
COBOY15762,Colombia,Boyaca,Sora,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sora, Boyaca, Colombia",-73.443718,5.5805731
COBOY15763,Colombia,Boyaca,Sotaquira,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sotaquira, Boyaca, Colombia",-73.253014,5.7852755
COBOY15764,Colombia,Boyaca,Soraca,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Soraca, Boyaca, Colombia",-73.319,5.4948907
COBOY15774,Colombia,Boyaca,Susacon,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Susacon, Boyaca, Colombia",-72.715759,6.2152004
COBOY15776,Colombia,Boyaca,Sutamarchan,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sutamarchan, Boyaca, Colombia",-73.625984,5.6400309
COBOY15778,Colombia,Boyaca,Sutatenza,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Sutatenza, Boyaca, Colombia",-73.43351,5.0268574
COBOY15790,Colombia,Boyaca,Tasco,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tasco, Boyaca, Colombia",-72.726265,5.8822942
COBOY15798,Colombia,Boyaca,Tenza,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tenza, Boyaca, Colombia",-73.424797,5.071413
COBOY15804,Colombia,Boyaca,Tibana,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tibana, Boyaca, Colombia",-73.39325,5.3011165
COBOY15806,Colombia,Boyaca,Tibasosa,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tibasosa, Boyaca, Colombia",-73.011147,5.7473292
COBOY15808,Colombia,Boyaca,Tinjaca,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tinjaca, Boyaca, Colombia",-73.676147,5.5775666
COBOY15810,Colombia,Boyaca,Tipacoque,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tipacoque, Boyaca, Colombia",-72.694633,6.4203534
COBOY15814,Colombia,Boyaca,Toca,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Toca, Boyaca, Colombia",-73.160698,5.5802541
COBOY15816,Colombia,Boyaca,Togui,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Togui, Boyaca, Colombia",-73.48922,5.9218302
COBOY15820,Colombia,Boyaca,Topaga,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Topaga, Boyaca, Colombia",-72.836731,5.7653503
COBOY15822,Colombia,Boyaca,Tota,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tota, Boyaca, Colombia",-73.005348,5.4891949
COBOY15832,Colombia,Boyaca,Tunungua,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tunungua, Boyaca, Colombia",-73.943306,5.7203016
COBOY15835,Colombia,Boyaca,Turmeque,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Turmeque, Boyaca, Colombia",-73.509087,5.3056974
COBOY15837,Colombia,Boyaca,Tuta,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tuta, Boyaca, Colombia",-73.182983,5.6721272
COBOY15839,Colombia,Boyaca,Tutaza,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Tutaza, Boyaca, Colombia",-72.857079,6.078052
COBOY15842,Colombia,Boyaca,Umbita,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Umbita, Boyaca, Colombia",-73.463387,5.2172413
COBOY15861,Colombia,Boyaca,Ventaquemada,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Ventaquemada, Boyaca, Colombia",-73.520981,5.3833857
COBOY15879,Colombia,Boyaca,Viracacha,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Viracacha, Boyaca, Colombia",-73.266273,5.4405584
COBOY15897,Colombia,Boyaca,Zetaquira,,Municipality,2,BOY,170,CO-BOY,COL,CO,"Zetaquira, Boyaca, Colombia",-73.167633,5.2856359
COCAL17001,Colombia,Caldas,Manizales,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Manizales, Caldas, Colombia",-75.507278,5.0834332
COCAL17013,Colombia,Caldas,Aguadas,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Aguadas, Caldas, Colombia",-75.450356,5.5967755
COCAL17042,Colombia,Caldas,Anserma,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Anserma, Caldas, Colombia",-75.752892,5.2002993
COCAL17050,Colombia,Caldas,Aranzazu,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Aranzazu, Caldas, Colombia",-75.473923,5.2655401
COCAL17088,Colombia,Caldas,Belalcazar,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Belalcazar, Caldas, Colombia",-75.812263,4.9946771
COCAL17174,Colombia,Caldas,Chinchina,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Chinchina, Caldas, Colombia",-75.667122,4.9871173
COCAL17272,Colombia,Caldas,Filadelfia,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Filadelfia, Caldas, Colombia",-75.58979,5.2857437
COCAL17380,Colombia,Caldas,La Dorada,,Municipality,2,CAL,170,CO-CAL,COL,CO,"La Dorada, Caldas, Colombia",-74.712296,5.5405264
COCAL17388,Colombia,Caldas,La Merced,,Municipality,2,CAL,170,CO-CAL,COL,CO,"La Merced, Caldas, Colombia",-75.557907,5.3931856
COCAL17433,Colombia,Caldas,Manzanares,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Manzanares, Caldas, Colombia",-75.152634,5.232954
COCAL17442,Colombia,Caldas,Marmato,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Marmato, Caldas, Colombia",-75.602097,5.4926319
COCAL17444,Colombia,Caldas,Marquetalia,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Marquetalia, Caldas, Colombia",-75.041176,5.3091426
COCAL17446,Colombia,Caldas,Marulanda,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Marulanda, Caldas, Colombia",-75.283165,5.2355852
COCAL17486,Colombia,Caldas,Neira,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Neira, Caldas, Colombia",-75.506927,5.1833587
COCAL17495,Colombia,Caldas,Norcasia,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Norcasia, Caldas, Colombia",-74.854927,5.6380625
COCAL17513,Colombia,Caldas,Pacora,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Pacora, Caldas, Colombia",-75.482452,5.5000348
COCAL17524,Colombia,Caldas,Palestina,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Palestina, Caldas, Colombia",-75.661766,5.0503426
COCAL17541,Colombia,Caldas,Pensilvania,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Pensilvania, Caldas, Colombia",-75.16684,5.4071879
COCAL17614,Colombia,Caldas,Riosucio,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Riosucio, Caldas, Colombia",-75.752205,5.4422755
COCAL17616,Colombia,Caldas,Risaralda,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Risaralda, Caldas, Colombia",-75.758797,5.1121874
COCAL17653,Colombia,Caldas,Salamina,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Salamina, Caldas, Colombia",-75.409622,5.3703322
COCAL17662,Colombia,Caldas,Samana,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Samana, Caldas, Colombia",-74.993683,5.5402856
COCAL17665,Colombia,Caldas,San Jose,,Municipality,2,CAL,170,CO-CAL,COL,CO,"San Jose, Caldas, Colombia",-75.813515,5.070704
COCAL17777,Colombia,Caldas,Supia,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Supia, Caldas, Colombia",-75.640358,5.4529581
COCAL17867,Colombia,Caldas,Victoria,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Victoria, Caldas, Colombia",-74.836227,5.4475427
COCAL17873,Colombia,Caldas,Villamaria,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Villamaria, Caldas, Colombia",-75.43544,4.9402118
COCAL17877,Colombia,Caldas,Viterbo,,Municipality,2,CAL,170,CO-CAL,COL,CO,"Viterbo, Caldas, Colombia",-75.879295,5.047822
COCAQ18001,Colombia,Caqueta,Florencia,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Florencia, Caqueta, Colombia",-75.558243,1.7491387
COCAQ18029,Colombia,Caqueta,Albania,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Albania, Caqueta, Colombia",-75.882324,1.2278655
COCAQ18094,Colombia,Caqueta,Belen De Los Andaquies,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Belen De Los Andaquies, Caqueta, Colombia",-75.875648,1.500923
COCAQ18150,Colombia,Caqueta,Cartagena Del Chaira,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Cartagena Del Chaira, Caqueta, Colombia",-74.272354,.6476931
COCAQ18205,Colombia,Caqueta,Curillo,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Curillo, Caqueta, Colombia",-75.951782,1.0596632
COCAQ18247,Colombia,Caqueta,El Doncello,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"El Doncello, Caqueta, Colombia",-75.193947,1.7913859
COCAQ18256,Colombia,Caqueta,El Paujil,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"El Paujil, Caqueta, Colombia",-75.234047,1.6177464
COCAQ18410,Colombia,Caqueta,La Montanita,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"La Montanita, Caqueta, Colombia",-75.235725,1.3028605
COCAQ18460,Colombia,Caqueta,Milan,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Milan, Caqueta, Colombia",-75.38665,1.1466925
COCAQ18479,Colombia,Caqueta,Morelia,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Morelia, Caqueta, Colombia",-75.673813,1.3829961
COCAQ18592,Colombia,Caqueta,Puerto Rico,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Puerto Rico, Caqueta, Colombia",-75.07309,2.0189409
COCAQ18610,Colombia,Caqueta,San Jose Del Fragua,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"San Jose Del Fragua, Caqueta, Colombia",-76.110008,1.3047023
COCAQ18753,Colombia,Caqueta,San Vicente Del Caguan,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"San Vicente Del Caguan, Caqueta, Colombia",-74.262978,1.5678017
COCAQ18756,Colombia,Caqueta,Solano,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Solano, Caqueta, Colombia",-73.123871,.21128085
COCAQ18785,Colombia,Caqueta,Solita,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Solita, Caqueta, Colombia",-75.638397,.90926546
COCAQ18860,Colombia,Caqueta,Valparaiso,,Municipality,2,CAQ,170,CO-CAQ,COL,CO,"Valparaiso, Caqueta, Colombia",-75.627045,1.0612922
COCAU19001,Colombia,Cauca,Popayan,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Popayan, Cauca, Colombia",-76.591942,2.4717042
COCAU19022,Colombia,Cauca,Almaguer,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Almaguer, Cauca, Colombia",-76.834946,1.9124405
COCAU19050,Colombia,Cauca,Argelia,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Argelia, Cauca, Colombia",-77.263145,2.3293374
COCAU19075,Colombia,Cauca,Balboa,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Balboa, Cauca, Colombia",-77.208817,2.084733
COCAU19100,Colombia,Cauca,Bolivar,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Bolivar, Cauca, Colombia",-76.963371,1.8539519
COCAU19110,Colombia,Cauca,Buenos Aires,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Buenos Aires, Cauca, Colombia",-76.679008,3.0459177
COCAU19130,Colombia,Cauca,Cajibio,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Cajibio, Cauca, Colombia",-76.701385,2.6432099
COCAU19137,Colombia,Cauca,Caldono,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Caldono, Cauca, Colombia",-76.464516,2.8103282
COCAU19142,Colombia,Cauca,Caloto,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Caloto, Cauca, Colombia",-76.366386,3.0459423
COCAU19212,Colombia,Cauca,Corinto,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Corinto, Cauca, Colombia",-76.209648,3.1367536
COCAU19256,Colombia,Cauca,El Tambo,,Municipality,2,CAU,170,CO-CAU,COL,CO,"El Tambo, Cauca, Colombia",-77.005112,2.5344882
COCAU19290,Colombia,Cauca,Florencia,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Florencia, Cauca, Colombia",-77.087357,1.6945348
COCAU19300,Colombia,Cauca,Guachene,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Guachene, Cauca, Colombia",-76.392349,3.1443901
COCAU19318,Colombia,Cauca,Guapi,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Guapi, Cauca, Colombia",-77.690475,2.4132669
COCAU19355,Colombia,Cauca,Inza,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Inza, Cauca, Colombia",-76.137627,2.4990587
COCAU19364,Colombia,Cauca,Jambalo,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Jambalo, Cauca, Colombia",-76.311249,2.8498101
COCAU19392,Colombia,Cauca,La Sierra,,Municipality,2,CAU,170,CO-CAU,COL,CO,"La Sierra, Cauca, Colombia",-76.78228,2.1874735
COCAU19397,Colombia,Cauca,La Vega,,Municipality,2,CAU,170,CO-CAU,COL,CO,"La Vega, Cauca, Colombia",-76.758804,2.0539334
COCAU19418,Colombia,Cauca,Lopez De Micay,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Lopez De Micay, Cauca, Colombia",-77.218414,3.001539
COCAU19450,Colombia,Cauca,Mercaderes,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Mercaderes, Cauca, Colombia",-77.180603,1.7938251
COCAU19455,Colombia,Cauca,Miranda,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Miranda, Cauca, Colombia",-76.216705,3.2282352
COCAU19473,Colombia,Cauca,Morales,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Morales, Cauca, Colombia",-76.750961,2.8147655
COCAU19513,Colombia,Cauca,Padilla,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Padilla, Cauca, Colombia",-76.336243,3.1947305
COCAU19517,Colombia,Cauca,Paez,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Paez, Cauca, Colombia",-75.993683,2.7338877
COCAU19532,Colombia,Cauca,Patia,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Patia, Cauca, Colombia",-77.05793,2.1481655
COCAU19533,Colombia,Cauca,Piamonte,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Piamonte, Cauca, Colombia",-76.305473,1.1523235
COCAU19548,Colombia,Cauca,Piendamo - Tunia,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Piendamo - Tunia, Cauca, Colombia",-76.56472,2.7144573
COCAU19573,Colombia,Cauca,Puerto Tejada,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Puerto Tejada, Cauca, Colombia",-76.418465,3.2667241
COCAU19585,Colombia,Cauca,Purace,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Purace, Cauca, Colombia",-76.371155,2.281776
COCAU19622,Colombia,Cauca,Rosas,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Rosas, Cauca, Colombia",-76.75293,2.2508767
COCAU19693,Colombia,Cauca,San Sebastian,,Municipality,2,CAU,170,CO-CAU,COL,CO,"San Sebastian, Cauca, Colombia",-76.716522,1.8562618
COCAU19698,Colombia,Cauca,Santander De Quilichao,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Santander De Quilichao, Cauca, Colombia",-76.498734,2.9844673
COCAU19701,Colombia,Cauca,Santa Rosa,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Santa Rosa, Cauca, Colombia",-76.538765,1.5200218
COCAU19743,Colombia,Cauca,Silvia,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Silvia, Cauca, Colombia",-76.350571,2.6512918
COCAU19760,Colombia,Cauca,Sotara - Paispamba,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Sotara - Paispamba, Cauca, Colombia",-76.611465,2.2318206
COCAU19780,Colombia,Cauca,Suarez,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Suarez, Cauca, Colombia",-76.745827,2.936866
COCAU19785,Colombia,Cauca,Sucre,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Sucre, Cauca, Colombia",-76.909943,2.0577352
COCAU19807,Colombia,Cauca,Timbio,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Timbio, Cauca, Colombia",-76.710518,2.3696253
COCAU19809,Colombia,Cauca,Timbiqui,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Timbiqui, Cauca, Colombia",-77.491318,2.699475
COCAU19821,Colombia,Cauca,Toribio,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Toribio, Cauca, Colombia",-76.203316,2.9757719
COCAU19824,Colombia,Cauca,Totoro,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Totoro, Cauca, Colombia",-76.390472,2.5045002
COCAU19845,Colombia,Cauca,Villa Rica,,Municipality,2,CAU,170,CO-CAU,COL,CO,"Villa Rica, Cauca, Colombia",-76.464455,3.1806273
COCES20001,Colombia,Cesar,Valledupar,,Municipality,2,CES,170,CO-CES,COL,CO,"Valledupar, Cesar, Colombia",-73.463264,10.382036
COCES20011,Colombia,Cesar,Aguachica,,Municipality,2,CES,170,CO-CES,COL,CO,"Aguachica, Cesar, Colombia",-73.622742,8.2487354
COCES20013,Colombia,Cesar,Agustin Codazzi,,Municipality,2,CES,170,CO-CES,COL,CO,"Agustin Codazzi, Cesar, Colombia",-73.223579,9.9492159
COCES20032,Colombia,Cesar,Astrea,,Municipality,2,CES,170,CO-CES,COL,CO,"Astrea, Cesar, Colombia",-73.942146,9.5107279
COCES20045,Colombia,Cesar,Becerril,,Municipality,2,CES,170,CO-CES,COL,CO,"Becerril, Cesar, Colombia",-73.252502,9.7277327
COCES20060,Colombia,Cesar,Bosconia,,Municipality,2,CES,170,CO-CES,COL,CO,"Bosconia, Cesar, Colombia",-73.866287,9.9463911
COCES20175,Colombia,Cesar,Chimichagua,,Municipality,2,CES,170,CO-CES,COL,CO,"Chimichagua, Cesar, Colombia",-73.75267,9.2187815
COCES20178,Colombia,Cesar,Chiriguana,,Municipality,2,CES,170,CO-CES,COL,CO,"Chiriguana, Cesar, Colombia",-73.547981,9.4266481
COCES20228,Colombia,Cesar,Curumani,,Municipality,2,CES,170,CO-CES,COL,CO,"Curumani, Cesar, Colombia",-73.488106,9.2387714
COCES20238,Colombia,Cesar,El Copey,,Municipality,2,CES,170,CO-CES,COL,CO,"El Copey, Cesar, Colombia",-73.912819,10.199954
COCES20250,Colombia,Cesar,El Paso,,Municipality,2,CES,170,CO-CES,COL,CO,"El Paso, Cesar, Colombia",-73.693504,9.6817799
COCES20295,Colombia,Cesar,Gamarra,,Municipality,2,CES,170,CO-CES,COL,CO,"Gamarra, Cesar, Colombia",-73.70649,8.3377266
COCES20310,Colombia,Cesar,Gonzalez,,Municipality,2,CES,170,CO-CES,COL,CO,"Gonzalez, Cesar, Colombia",-73.375374,8.4055166
COCES20383,Colombia,Cesar,La Gloria,,Municipality,2,CES,170,CO-CES,COL,CO,"La Gloria, Cesar, Colombia",-73.633095,8.6213322
COCES20400,Colombia,Cesar,La Jagua De Ibirico,,Municipality,2,CES,170,CO-CES,COL,CO,"La Jagua De Ibirico, Cesar, Colombia",-73.320686,9.5513401
COCES20443,Colombia,Cesar,Manaure Balcon Del Cesar,,Municipality,2,CES,170,CO-CES,COL,CO,"Manaure Balcon Del Cesar, Cesar, Colombia",-72.991684,10.390955
COCES20517,Colombia,Cesar,Pailitas,,Municipality,2,CES,170,CO-CES,COL,CO,"Pailitas, Cesar, Colombia",-73.572472,8.9389162
COCES20550,Colombia,Cesar,Pelaya,,Municipality,2,CES,170,CO-CES,COL,CO,"Pelaya, Cesar, Colombia",-73.632957,8.7641163
COCES20570,Colombia,Cesar,Pueblo Bello,,Municipality,2,CES,170,CO-CES,COL,CO,"Pueblo Bello, Cesar, Colombia",-73.588554,10.466962
COCES20614,Colombia,Cesar,Rio De Oro,,Municipality,2,CES,170,CO-CES,COL,CO,"Rio De Oro, Cesar, Colombia",-73.487503,8.2010698
COCES20621,Colombia,Cesar,La Paz,,Municipality,2,CES,170,CO-CES,COL,CO,"La Paz, Cesar, Colombia",-73.190758,10.164247
COCES20710,Colombia,Cesar,San Alberto,,Municipality,2,CES,170,CO-CES,COL,CO,"San Alberto, Cesar, Colombia",-73.45372,7.8143907
COCES20750,Colombia,Cesar,San Diego,,Municipality,2,CES,170,CO-CES,COL,CO,"San Diego, Cesar, Colombia",-73.287979,10.169527
COCES20770,Colombia,Cesar,San Martin,,Municipality,2,CES,170,CO-CES,COL,CO,"San Martin, Cesar, Colombia",-73.544365,7.9377885
COCES20787,Colombia,Cesar,Tamalameque,,Municipality,2,CES,170,CO-CES,COL,CO,"Tamalameque, Cesar, Colombia",-73.763397,8.9020748
COCOR23001,Colombia,Cordoba,Monteria,,Municipality,2,COR,170,CO-COR,COL,CO,"Monteria, Cordoba, Colombia",-75.950554,8.5846977
COCOR23068,Colombia,Cordoba,Ayapel,,Municipality,2,COR,170,CO-COR,COL,CO,"Ayapel, Cordoba, Colombia",-75.048683,8.265769
COCOR23079,Colombia,Cordoba,Buenavista,,Municipality,2,COR,170,CO-COR,COL,CO,"Buenavista, Cordoba, Colombia",-75.433823,8.1913977
COCOR23090,Colombia,Cordoba,Canalete,,Municipality,2,COR,170,CO-COR,COL,CO,"Canalete, Cordoba, Colombia",-76.237793,8.7240953
COCOR23162,Colombia,Cordoba,Cerete,,Municipality,2,COR,170,CO-COR,COL,CO,"Cerete, Cordoba, Colombia",-75.83461,8.8910131
COCOR23168,Colombia,Cordoba,Chima,,Municipality,2,COR,170,CO-COR,COL,CO,"Chima, Cordoba, Colombia",-75.652374,9.1102495
COCOR23182,Colombia,Cordoba,Chinu,,Municipality,2,COR,170,CO-COR,COL,CO,"Chinu, Cordoba, Colombia",-75.356674,9.0274935
COCOR23189,Colombia,Cordoba,Cienaga De Oro,,Municipality,2,COR,170,CO-COR,COL,CO,"Cienaga De Oro, Cordoba, Colombia",-75.607796,8.8418121
COCOR23300,Colombia,Cordoba,Cotorra,,Municipality,2,COR,170,CO-COR,COL,CO,"Cotorra, Cordoba, Colombia",-75.778938,9.0569525
COCOR23350,Colombia,Cordoba,La Apartada,,Municipality,2,COR,170,CO-COR,COL,CO,"La Apartada, Cordoba, Colombia",-75.288162,8.0522184
COCOR23417,Colombia,Cordoba,Lorica,,Municipality,2,COR,170,CO-COR,COL,CO,"Lorica, Cordoba, Colombia",-75.909782,9.1650352
COCOR23419,Colombia,Cordoba,Los Cordobas,,Municipality,2,COR,170,CO-COR,COL,CO,"Los Cordobas, Cordoba, Colombia",-76.29493,8.8390369
COCOR23464,Colombia,Cordoba,Momil,,Municipality,2,COR,170,CO-COR,COL,CO,"Momil, Cordoba, Colombia",-75.650909,9.2654619
COCOR23466,Colombia,Cordoba,Montelibano,,Municipality,2,COR,170,CO-COR,COL,CO,"Montelibano, Cordoba, Colombia",-75.760674,7.8863378
COCOR23500,Colombia,Cordoba,Monitos,,Municipality,2,COR,170,CO-COR,COL,CO,"Monitos, Cordoba, Colombia",-76.119316,9.1905155
COCOR23555,Colombia,Cordoba,Planeta Rica,,Municipality,2,COR,170,CO-COR,COL,CO,"Planeta Rica, Cordoba, Colombia",-75.612381,8.2902966
COCOR23570,Colombia,Cordoba,Pueblo Nuevo,,Municipality,2,COR,170,CO-COR,COL,CO,"Pueblo Nuevo, Cordoba, Colombia",-75.405159,8.4813395
COCOR23574,Colombia,Cordoba,Puerto Escondido,,Municipality,2,COR,170,CO-COR,COL,CO,"Puerto Escondido, Cordoba, Colombia",-76.194061,8.9886675
