id,admin0,admin1,admin2,admin3,level,admin,iso2,iso1_3n,iso2_uid,iso1_3c,iso1_2c,nameid,centroid_longitude,centroid_latitude
ECA0101,Ecuador,Azuay,Cuenca,,canton,2,A,218,EC-A,ECU,EC,"Cuenca, Azuay, Ecuador",-79.219986,-2.8614755
ECA0102,Ecuador,Azuay,Giron,,canton,2,A,218,EC-A,ECU,EC,"Giron, Azuay, Ecuador",-79.15934,-3.1794868
ECA0103,Ecuador,Azuay,Gualaceo,,canton,2,A,218,EC-A,ECU,EC,"Gualaceo, Azuay, Ecuador",-78.844933,-2.9178488
ECA0104,Ecuador,Azuay,Nabon,,canton,2,A,218,EC-A,ECU,EC,"Nabon, Azuay, Ecuador",-79.118881,-3.3297832
ECA0105,Ecuador,Azuay,Paute,,canton,2,A,218,EC-A,ECU,EC,"Paute, Azuay, Ecuador",-78.681664,-2.7108266
ECA0106,Ecuador,Azuay,Pucara,,canton,2,A,218,EC-A,ECU,EC,"Pucara, Azuay, Ecuador",-79.527496,-3.1924272
ECA0107,Ecuador,Azuay,San Fernando,,canton,2,A,218,EC-A,ECU,EC,"San Fernando, Azuay, Ecuador",-79.268028,-3.1327119
ECA0108,Ecuador,Azuay,Santa Isabel,,canton,2,A,218,EC-A,ECU,EC,"Santa Isabel, Azuay, Ecuador",-79.36348,-3.2023385
ECA0109,Ecuador,Azuay,Sigsig,,canton,2,A,218,EC-A,ECU,EC,"Sigsig, Azuay, Ecuador",-78.853905,-3.1298509
ECA0110,Ecuador,Azuay,Ona,,canton,2,A,218,EC-A,ECU,EC,"Ona, Azuay, Ecuador",-79.130623,-3.489181
ECA0111,Ecuador,Azuay,Chordeleg,,canton,2,A,218,EC-A,ECU,EC,"Chordeleg, Azuay, Ecuador",-78.733528,-2.9957097
ECA0112,Ecuador,Azuay,El Pan,,canton,2,A,218,EC-A,ECU,EC,"El Pan, Azuay, Ecuador",-78.654686,-2.8577356
ECA0113,Ecuador,Azuay,Sevilla De Oro,,canton,2,A,218,EC-A,ECU,EC,"Sevilla De Oro, Azuay, Ecuador",-78.541954,-2.6595352
ECA0114,Ecuador,Azuay,Guachapala,,canton,2,A,218,EC-A,ECU,EC,"Guachapala, Azuay, Ecuador",-78.696541,-2.7831941
ECA0115,Ecuador,Azuay,Camilo Ponce Enriquez,,canton,2,A,218,EC-A,ECU,EC,"Camilo Ponce Enriquez, Azuay, Ecuador",-79.598633,-2.9778442
ECB0201,Ecuador,Bolivar,Guaranda,,canton,2,B,218,EC-B,ECU,EC,"Guaranda, Bolivar, Ecuador",-79.0495,-1.4146204
ECB0202,Ecuador,Bolivar,Chillanes,,canton,2,B,218,EC-B,ECU,EC,"Chillanes, Bolivar, Ecuador",-79.121117,-2.0115767
ECB0203,Ecuador,Bolivar,Chimbo,,canton,2,B,218,EC-B,ECU,EC,"Chimbo, Bolivar, Ecuador",-79.144699,-1.6732477
ECB0204,Ecuador,Bolivar,Echeandia,,canton,2,B,218,EC-B,ECU,EC,"Echeandia, Bolivar, Ecuador",-79.262695,-1.4554911
ECB0205,Ecuador,Bolivar,San Miguel,,canton,2,B,218,EC-B,ECU,EC,"San Miguel, Bolivar, Ecuador",-79.103775,-1.7944587
ECB0206,Ecuador,Bolivar,Caluma,,canton,2,B,218,EC-B,ECU,EC,"Caluma, Bolivar, Ecuador",-79.218819,-1.6081605
ECB0207,Ecuador,Bolivar,Las Naves,,canton,2,B,218,EC-B,ECU,EC,"Las Naves, Bolivar, Ecuador",-79.292442,-1.2868892
ECC0401,Ecuador,Carchi,Tulcan,,canton,2,C,218,EC-C,ECU,EC,"Tulcan, Carchi, Ecuador",-78.040329,.82122344
ECC0402,Ecuador,Carchi,Bolivar,,canton,2,C,218,EC-C,ECU,EC,"Bolivar, Carchi, Ecuador",-77.934586,.49750078
ECC0403,Ecuador,Carchi,Espejo,,canton,2,C,218,EC-C,ECU,EC,"Espejo, Carchi, Ecuador",-77.964737,.66375309
ECC0404,Ecuador,Carchi,Mira,,canton,2,C,218,EC-C,ECU,EC,"Mira, Carchi, Ecuador",-78.104797,.59148771
ECC0405,Ecuador,Carchi,Montufar,,canton,2,C,218,EC-C,ECU,EC,"Montufar, Carchi, Ecuador",-77.815262,.5671227
ECC0406,Ecuador,Carchi,San Pedro De Huaca,,canton,2,C,218,EC-C,ECU,EC,"San Pedro De Huaca, Carchi, Ecuador",-77.714386,.6127947
ECD2201,Ecuador,Orellana,Orellana,,canton,2,D,218,EC-D,ECU,EC,"Orellana, Orellana, Ecuador",-76.772583,-.65433311
ECD2202,Ecuador,Orellana,Aguarico,,canton,2,D,218,EC-D,ECU,EC,"Aguarico, Orellana, Ecuador",-75.882187,-.94966674
ECD2203,Ecuador,Orellana,La Joya De Los Sachas,,canton,2,D,218,EC-D,ECU,EC,"La Joya De Los Sachas, Orellana, Ecuador",-76.891487,-.28008997
ECD2204,Ecuador,Orellana,Loreto,,canton,2,D,218,EC-D,ECU,EC,"Loreto, Orellana, Ecuador",-77.352516,-.64354354
ECE0801,Ecuador,Esmeraldas,Esmeraldas,,canton,2,E,218,EC-E,ECU,EC,"Esmeraldas, Esmeraldas, Ecuador",-79.625763,.7949791
ECE0802,Ecuador,Esmeraldas,Eloy Alfaro,,canton,2,E,218,EC-E,ECU,EC,"Eloy Alfaro, Esmeraldas, Ecuador",-78.950546,.73019409
ECE0803,Ecuador,Esmeraldas,Muisne,,canton,2,E,218,EC-E,ECU,EC,"Muisne, Esmeraldas, Ecuador",-79.920853,.47957048
ECE0804,Ecuador,Esmeraldas,Quininde,,canton,2,E,218,EC-E,ECU,EC,"Quininde, Esmeraldas, Ecuador",-79.438927,.36206943
ECE0805,Ecuador,Esmeraldas,San Lorenzo,,canton,2,E,218,EC-E,ECU,EC,"San Lorenzo, Esmeraldas, Ecuador",-78.676094,.98699659
ECE0806,Ecuador,Esmeraldas,Atacames,,canton,2,E,218,EC-E,ECU,EC,"Atacames, Esmeraldas, Ecuador",-79.85939,.78804559
ECE0807,Ecuador,Esmeraldas,Rioverde,,canton,2,E,218,EC-E,ECU,EC,"Rioverde, Esmeraldas, Ecuador",-79.340591,.85273939
ECF0301,Ecuador,Canar,Azogues,,canton,2,F,218,EC-F,ECU,EC,"Azogues, Canar, Ecuador",-78.746628,-2.6264901
ECF0302,Ecuador,Canar,Biblian,,canton,2,F,218,EC-F,ECU,EC,"Biblian, Canar, Ecuador",-78.980919,-2.6585097
ECF0303,Ecuador,Canar,Canar,,canton,2,F,218,EC-F,ECU,EC,"Canar, Canar, Ecuador",-79.068695,-2.5815547
ECF0304,Ecuador,Canar,La Troncal,,canton,2,F,218,EC-F,ECU,EC,"La Troncal, Canar, Ecuador",-79.38192,-2.4485905
ECF0305,Ecuador,Canar,El Tambo,,canton,2,F,218,EC-F,ECU,EC,"El Tambo, Canar, Ecuador",-78.921928,-2.504106
ECF0306,Ecuador,Canar,Deleg,,canton,2,F,218,EC-F,ECU,EC,"Deleg, Canar, Ecuador",-78.939415,-2.7628953
ECF0307,Ecuador,Canar,Suscal,,canton,2,F,218,EC-F,ECU,EC,"Suscal, Canar, Ecuador",-79.066856,-2.4642317
ECG0901,Ecuador,Guayas,Guayaquil,,canton,2,G,218,EC-G,ECU,EC,"Guayaquil, Guayas, Ecuador",-80.159882,-2.3322947
ECG0902,Ecuador,Guayas,Alfredo Baquerizo Moreno,,canton,2,G,218,EC-G,ECU,EC,"Alfredo Baquerizo Moreno, Guayas, Ecuador",-79.547424,-1.9469465
ECG0903,Ecuador,Guayas,Balao,,canton,2,G,218,EC-G,ECU,EC,"Balao, Guayas, Ecuador",-79.734077,-2.8925951
ECG0904,Ecuador,Guayas,Balzar,,canton,2,G,218,EC-G,ECU,EC,"Balzar, Guayas, Ecuador",-79.907303,-1.2902486
ECG0905,Ecuador,Guayas,Colimes,,canton,2,G,218,EC-G,ECU,EC,"Colimes, Guayas, Ecuador",-80.087547,-1.5309749
ECG0906,Ecuador,Guayas,Daule,,canton,2,G,218,EC-G,ECU,EC,"Daule, Guayas, Ecuador",-79.943199,-1.9008986
ECG0907,Ecuador,Guayas,Duran,,canton,2,G,218,EC-G,ECU,EC,"Duran, Guayas, Ecuador",-79.777031,-2.2308514
ECG0908,Ecuador,Guayas,Empalme,,canton,2,G,218,EC-G,ECU,EC,"Empalme, Guayas, Ecuador",-79.660263,-.98788673
ECG0909,Ecuador,Guayas,El Triunfo,,canton,2,G,218,EC-G,ECU,EC,"El Triunfo, Guayas, Ecuador",-79.381294,-2.3181701
ECG0910,Ecuador,Guayas,Milagro,,canton,2,G,218,EC-G,ECU,EC,"Milagro, Guayas, Ecuador",-79.560112,-2.1183052
ECG0911,Ecuador,Guayas,Naranjal,,canton,2,G,218,EC-G,ECU,EC,"Naranjal, Guayas, Ecuador",-79.607651,-2.5351198
ECG0912,Ecuador,Guayas,Naranjito,,canton,2,G,218,EC-G,ECU,EC,"Naranjito, Guayas, Ecuador",-79.397842,-2.1540701
ECG0913,Ecuador,Guayas,Palestina,,canton,2,G,218,EC-G,ECU,EC,"Palestina, Guayas, Ecuador",-79.919273,-1.6368492
ECG0914,Ecuador,Guayas,Pedro Carbo,,canton,2,G,218,EC-G,ECU,EC,"Pedro Carbo, Guayas, Ecuador",-80.289032,-1.8510649
ECG0916,Ecuador,Guayas,Samborondon,,canton,2,G,218,EC-G,ECU,EC,"Samborondon, Guayas, Ecuador",-79.783043,-1.9829764
ECG0918,Ecuador,Guayas,Santa Lucia,,canton,2,G,218,EC-G,ECU,EC,"Santa Lucia, Guayas, Ecuador",-80.035172,-1.7145147
ECG0919,Ecuador,Guayas,Salitre,,canton,2,G,218,EC-G,ECU,EC,"Salitre, Guayas, Ecuador",-79.802734,-1.8051111
ECG0920,Ecuador,Guayas,San Jacinto De Yaguachi,,canton,2,G,218,EC-G,ECU,EC,"San Jacinto De Yaguachi, Guayas, Ecuador",-79.743042,-2.1027308
ECG0921,Ecuador,Guayas,Playas,,canton,2,G,218,EC-G,ECU,EC,"Playas, Guayas, Ecuador",-80.438202,-2.5567334
ECG0922,Ecuador,Guayas,Simon Bolivar,,canton,2,G,218,EC-G,ECU,EC,"Simon Bolivar, Guayas, Ecuador",-79.407631,-2.0372615
ECG0923,Ecuador,Guayas,Coronel Marcelino Mariduena,,canton,2,G,218,EC-G,ECU,EC,"Coronel Marcelino Mariduena, Guayas, Ecuador",-79.38208,-2.2392006
ECG0924,Ecuador,Guayas,Lomas De Sargentillo,,canton,2,G,218,EC-G,ECU,EC,"Lomas De Sargentillo, Guayas, Ecuador",-80.080292,-1.8501806
ECG0925,Ecuador,Guayas,Nobol,,canton,2,G,218,EC-G,ECU,EC,"Nobol, Guayas, Ecuador",-80.049446,-1.9652355
ECG0927,Ecuador,Guayas,General Antonio Elizalde,,canton,2,G,218,EC-G,ECU,EC,"General Antonio Elizalde, Guayas, Ecuador",-79.202225,-2.1562934
ECG0928,Ecuador,Guayas,Isidro Ayora,,canton,2,G,218,EC-G,ECU,EC,"Isidro Ayora, Guayas, Ecuador",-80.162567,-1.962422
ECH0601,Ecuador,Chimborazo,Riobamba,,canton,2,H,218,EC-H,ECU,EC,"Riobamba, Chimborazo, Ecuador",-78.773239,-1.6133019
ECH0602,Ecuador,Chimborazo,Alausi,,canton,2,H,218,EC-H,ECU,EC,"Alausi, Chimborazo, Ecuador",-78.741829,-2.2955356
ECH0603,Ecuador,Chimborazo,Colta,,canton,2,H,218,EC-H,ECU,EC,"Colta, Chimborazo, Ecuador",-78.844063,-1.8157445
ECH0604,Ecuador,Chimborazo,Chambo,,canton,2,H,218,EC-H,ECU,EC,"Chambo, Chimborazo, Ecuador",-78.539154,-1.7588209
ECH0605,Ecuador,Chimborazo,Chunchi,,canton,2,H,218,EC-H,ECU,EC,"Chunchi, Chimborazo, Ecuador",-78.905449,-2.3345094
ECH0606,Ecuador,Chimborazo,Guamote,,canton,2,H,218,EC-H,ECU,EC,"Guamote, Chimborazo, Ecuador",-78.638596,-2.0387371
ECH0607,Ecuador,Chimborazo,Guano,,canton,2,H,218,EC-H,ECU,EC,"Guano, Chimborazo, Ecuador",-78.681938,-1.5600159
ECH0608,Ecuador,Chimborazo,Pallatanga,,canton,2,H,218,EC-H,ECU,EC,"Pallatanga, Chimborazo, Ecuador",-78.930298,-2.0170255
ECH0609,Ecuador,Chimborazo,Penipe,,canton,2,H,218,EC-H,ECU,EC,"Penipe, Chimborazo, Ecuador",-78.449928,-1.5664217
ECH0610,Ecuador,Chimborazo,Cumanda,,canton,2,H,218,EC-H,ECU,EC,"Cumanda, Chimborazo, Ecuador",-79.050987,-2.2050884
ECI1001,Ecuador,Imbabura,Ibarra,,canton,2,I,218,EC-I,ECU,EC,"Ibarra, Imbabura, Ecuador",-78.086739,.32927912
ECI1002,Ecuador,Imbabura,Antonio Ante,,canton,2,I,218,EC-I,ECU,EC,"Antonio Ante, Imbabura, Ecuador",-78.217911,.32591781
ECI1003,Ecuador,Imbabura,Cotacachi,,canton,2,I,218,EC-I,ECU,EC,"Cotacachi, Imbabura, Ecuador",-78.744987,.31842792
ECI1004,Ecuador,Imbabura,Otavalo,,canton,2,I,218,EC-I,ECU,EC,"Otavalo, Imbabura, Ecuador",-78.246437,.21288744
ECI1005,Ecuador,Imbabura,Pimampiro,,canton,2,I,218,EC-I,ECU,EC,"Pimampiro, Imbabura, Ecuador",-77.934341,.28842503
ECI1006,Ecuador,Imbabura,San Miguel De Urcuqui,,canton,2,I,218,EC-I,ECU,EC,"San Miguel De Urcuqui, Imbabura, Ecuador",-78.316666,.56708074
ECL1101,Ecuador,Loja,Loja,,canton,2,L,218,EC-L,ECU,EC,"Loja, Loja, Ecuador",-79.434761,-3.8470805
ECL1102,Ecuador,Loja,Calvas,,canton,2,L,218,EC-L,ECU,EC,"Calvas, Loja, Ecuador",-79.603996,-4.3372684
ECL1103,Ecuador,Loja,Catamayo,,canton,2,L,218,EC-L,ECU,EC,"Catamayo, Loja, Ecuador",-79.403206,-3.9614174
ECL1104,Ecuador,Loja,Celica,,canton,2,L,218,EC-L,ECU,EC,"Celica, Loja, Ecuador",-80.029572,-4.1677108
ECL1105,Ecuador,Loja,Chaguarpamba,,canton,2,L,218,EC-L,ECU,EC,"Chaguarpamba, Loja, Ecuador",-79.670525,-3.8532774
ECL1106,Ecuador,Loja,Espindola,,canton,2,L,218,EC-L,ECU,EC,"Espindola, Loja, Ecuador",-79.411293,-4.5469432
ECL1107,Ecuador,Loja,Gonzanama,,canton,2,L,218,EC-L,ECU,EC,"Gonzanama, Loja, Ecuador",-79.456085,-4.1595125
ECL1108,Ecuador,Loja,Macara,,canton,2,L,218,EC-L,ECU,EC,"Macara, Loja, Ecuador",-79.945831,-4.3043737
ECL1109,Ecuador,Loja,Paltas,,canton,2,L,218,EC-L,ECU,EC,"Paltas, Loja, Ecuador",-79.759026,-4.0130539
ECL1110,Ecuador,Loja,Puyango,,canton,2,L,218,EC-L,ECU,EC,"Puyango, Loja, Ecuador",-80.072227,-3.9745958
ECL1111,Ecuador,Loja,Saraguro,,canton,2,L,218,EC-L,ECU,EC,"Saraguro, Loja, Ecuador",-79.296989,-3.5699303
ECL1112,Ecuador,Loja,Sozoranga,,canton,2,L,218,EC-L,ECU,EC,"Sozoranga, Loja, Ecuador",-79.832626,-4.2381048
ECL1113,Ecuador,Loja,Zapotillo,,canton,2,L,218,EC-L,ECU,EC,"Zapotillo, Loja, Ecuador",-80.391022,-4.3920684
ECL1114,Ecuador,Loja,Pindal,,canton,2,L,218,EC-L,ECU,EC,"Pindal, Loja, Ecuador",-80.131271,-4.0931273
ECL1115,Ecuador,Loja,Quilanga,,canton,2,L,218,EC-L,ECU,EC,"Quilanga, Loja, Ecuador",-79.383301,-4.3433514
ECL1116,Ecuador,Loja,Olmedo,,canton,2,L,218,EC-L,ECU,EC,"Olmedo, Loja, Ecuador",-79.597046,-3.9364302
ECM1301,Ecuador,Manabi,Portoviejo,,canton,2,M,218,EC-M,ECU,EC,"Portoviejo, Manabi, Ecuador",-80.364319,-1.041083
ECM1302,Ecuador,Manabi,Bolivar,,canton,2,M,218,EC-M,ECU,EC,"Bolivar, Manabi, Ecuador",-80.033928,-.90954107
ECM1303,Ecuador,Manabi,Chone,,canton,2,M,218,EC-M,ECU,EC,"Chone, Manabi, Ecuador",-80.110542,-.57269776
ECM1304,Ecuador,Manabi,El Carmen,,canton,2,M,218,EC-M,ECU,EC,"El Carmen, Manabi, Ecuador",-79.57119,-.43595308
ECM1305,Ecuador,Manabi,Flavio Alfaro,,canton,2,M,218,EC-M,ECU,EC,"Flavio Alfaro, Manabi, Ecuador",-79.817383,-.32503039
ECM1306,Ecuador,Manabi,Jipijapa,,canton,2,M,218,EC-M,ECU,EC,"Jipijapa, Manabi, Ecuador",-80.590881,-1.4454412
ECM1307,Ecuador,Manabi,Junin,,canton,2,M,218,EC-M,ECU,EC,"Junin, Manabi, Ecuador",-80.195335,-.94162029
ECM1308,Ecuador,Manabi,Manta,,canton,2,M,218,EC-M,ECU,EC,"Manta, Manabi, Ecuador",-80.803452,-1.0271473
ECM1309,Ecuador,Manabi,Montecristi,,canton,2,M,218,EC-M,ECU,EC,"Montecristi, Manabi, Ecuador",-80.696472,-1.1268402
ECM1310,Ecuador,Manabi,Pajan,,canton,2,M,218,EC-M,ECU,EC,"Pajan, Manabi, Ecuador",-80.397842,-1.661701
ECM1311,Ecuador,Manabi,Pichincha,,canton,2,M,218,EC-M,ECU,EC,"Pichincha, Manabi, Ecuador",-79.764488,-.8015821
ECM1312,Ecuador,Manabi,Rocafuerte,,canton,2,M,218,EC-M,ECU,EC,"Rocafuerte, Manabi, Ecuador",-80.405823,-.90570462
ECM1313,Ecuador,Manabi,Santa Ana,,canton,2,M,218,EC-M,ECU,EC,"Santa Ana, Manabi, Ecuador",-80.212357,-1.1961316
ECM1314,Ecuador,Manabi,Sucre,,canton,2,M,218,EC-M,ECU,EC,"Sucre, Manabi, Ecuador",-80.42881,-.74311411
ECM1315,Ecuador,Manabi,Tosagua,,canton,2,M,218,EC-M,ECU,EC,"Tosagua, Manabi, Ecuador",-80.271301,-.78006071
ECM1316,Ecuador,Manabi,Veinticuatro De Mayo,,canton,2,M,218,EC-M,ECU,EC,"Veinticuatro De Mayo, Manabi, Ecuador",-80.374832,-1.3829463
ECM1317,Ecuador,Manabi,Pedernales,,canton,2,M,218,EC-M,ECU,EC,"Pedernales, Manabi, Ecuador",-79.892593,.095177248
ECM1318,Ecuador,Manabi,Olmedo,,canton,2,M,218,EC-M,ECU,EC,"Olmedo, Manabi, Ecuador",-80.213531,-1.3614237
ECM1319,Ecuador,Manabi,Puerto Lopez,,canton,2,M,218,EC-M,ECU,EC,"Puerto Lopez, Manabi, Ecuador",-80.750664,-1.5635716
ECM1320,Ecuador,Manabi,Jama,,canton,2,M,218,EC-M,ECU,EC,"Jama, Manabi, Ecuador",-80.230606,-.22144565
ECM1321,Ecuador,Manabi,Jaramijo,,canton,2,M,218,EC-M,ECU,EC,"Jaramijo, Manabi, Ecuador",-80.603661,-.97567469
ECM1322,Ecuador,Manabi,San Vicente,,canton,2,M,218,EC-M,ECU,EC,"San Vicente, Manabi, Ecuador",-80.359207,-.4775089
ECN1501,Ecuador,Napo,Tena,,canton,2,N,218,EC-N,ECU,EC,"Tena, Napo, Ecuador",-77.379662,-.9902243
ECN1503,Ecuador,Napo,Archidona,,canton,2,N,218,EC-N,ECU,EC,"Archidona, Napo, Ecuador",-77.727898,-.73279381
ECN1504,Ecuador,Napo,El Chaco,,canton,2,N,218,EC-N,ECU,EC,"El Chaco, Napo, Ecuador",-77.672554,-.25104165
ECN1507,Ecuador,Napo,Quijos,,canton,2,N,218,EC-N,ECU,EC,"Quijos, Napo, Ecuador",-77.907646,-.52130729
ECN1509,Ecuador,Napo,Carlos Julio Arosemena Tola,,canton,2,N,218,EC-N,ECU,EC,"Carlos Julio Arosemena Tola, Napo, Ecuador",-77.939987,-1.1640762
ECO0701,Ecuador,El Oro,Machala,,canton,2,O,218,EC-O,ECU,EC,"Machala, El Oro, Ecuador",-79.944427,-3.3211312
ECO0702,Ecuador,El Oro,Arenillas,,canton,2,O,218,EC-O,ECU,EC,"Arenillas, El Oro, Ecuador",-80.089432,-3.5997734
ECO0703,Ecuador,El Oro,Atahualpa,,canton,2,O,218,EC-O,ECU,EC,"Atahualpa, El Oro, Ecuador",-79.719933,-3.5308595
ECO0704,Ecuador,El Oro,Balsas,,canton,2,O,218,EC-O,ECU,EC,"Balsas, El Oro, Ecuador",-79.837669,-3.7687752
ECO0705,Ecuador,El Oro,Chilla,,canton,2,O,218,EC-O,ECU,EC,"Chilla, El Oro, Ecuador",-79.627541,-3.4416072
ECO0706,Ecuador,El Oro,El Guabo,,canton,2,O,218,EC-O,ECU,EC,"El Guabo, El Oro, Ecuador",-79.788666,-3.1693146
ECO0707,Ecuador,El Oro,Huaquillas,,canton,2,O,218,EC-O,ECU,EC,"Huaquillas, El Oro, Ecuador",-80.186821,-3.4618812
ECO0708,Ecuador,El Oro,Marcabeli,,canton,2,O,218,EC-O,ECU,EC,"Marcabeli, El Oro, Ecuador",-79.931931,-3.7800138
ECO0709,Ecuador,El Oro,Pasaje,,canton,2,O,218,EC-O,ECU,EC,"Pasaje, El Oro, Ecuador",-79.734375,-3.3287382
ECO0710,Ecuador,El Oro,Pinas,,canton,2,O,218,EC-O,ECU,EC,"Pinas, El Oro, Ecuador",-79.713097,-3.703403
ECO0711,Ecuador,El Oro,Portovelo,,canton,2,O,218,EC-O,ECU,EC,"Portovelo, El Oro, Ecuador",-79.502708,-3.7408979
ECO0712,Ecuador,El Oro,Santa Rosa,,canton,2,O,218,EC-O,ECU,EC,"Santa Rosa, El Oro, Ecuador",-79.901634,-3.4948819
ECO0713,Ecuador,El Oro,Zaruma,,canton,2,O,218,EC-O,ECU,EC,"Zaruma, El Oro, Ecuador",-79.581261,-3.617871
ECO0714,Ecuador,El Oro,Las Lajas,,canton,2,O,218,EC-O,ECU,EC,"Las Lajas, El Oro, Ecuador",-80.06842,-3.8036637
ECP1701,Ecuador,Pichincha,Quito,,canton,2,P,218,EC-P,ECU,EC,"Quito, Pichincha, Ecuador",-78.519157,-.10398275
ECP1702,Ecuador,Pichincha,Cayambe,,canton,2,P,218,EC-P,ECU,EC,"Cayambe, Pichincha, Ecuador",-78.074646,-.0040288582
ECP1703,Ecuador,Pichincha,Mejia,,canton,2,P,218,EC-P,ECU,EC,"Mejia, Pichincha, Ecuador",-78.629524,-.4919616
ECP1704,Ecuador,Pichincha,Pedro Moncayo,,canton,2,P,218,EC-P,ECU,EC,"Pedro Moncayo, Pichincha, Ecuador",-78.276756,.052831706
ECP1705,Ecuador,Pichincha,Ruminahui,,canton,2,P,218,EC-P,ECU,EC,"Ruminahui, Pichincha, Ecuador",-78.442963,-.40122327
ECP1707,Ecuador,Pichincha,San Miguel De Los Bancos,,canton,2,P,218,EC-P,ECU,EC,"San Miguel De Los Bancos, Pichincha, Ecuador",-78.893822,-.038161311
ECP1708,Ecuador,Pichincha,Pedro Vicente Maldonado,,canton,2,P,218,EC-P,ECU,EC,"Pedro Vicente Maldonado, Pichincha, Ecuador",-79.057922,.14895004
ECP1709,Ecuador,Pichincha,Puerto Quito,,canton,2,P,218,EC-P,ECU,EC,"Puerto Quito, Pichincha, Ecuador",-79.23938,.15559873
ECR1201,Ecuador,Los Rios,Babahoyo,,canton,2,R,218,EC-R,ECU,EC,"Babahoyo, Los Rios, Ecuador",-79.552551,-1.7812531
ECR1202,Ecuador,Los Rios,Baba,,canton,2,R,218,EC-R,ECU,EC,"Baba, Los Rios, Ecuador",-79.661057,-1.6810298
ECR1203,Ecuador,Los Rios,Montalvo,,canton,2,R,218,EC-R,ECU,EC,"Montalvo, Los Rios, Ecuador",-79.31736,-1.8047674
ECR1204,Ecuador,Los Rios,Puebloviejo,,canton,2,R,218,EC-R,ECU,EC,"Puebloviejo, Los Rios, Ecuador",-79.545311,-1.5502208
ECR1205,Ecuador,Los Rios,Quevedo,,canton,2,R,218,EC-R,ECU,EC,"Quevedo, Los Rios, Ecuador",-79.457184,-1.0449618
ECR1206,Ecuador,Los Rios,Urdaneta,,canton,2,R,218,EC-R,ECU,EC,"Urdaneta, Los Rios, Ecuador",-79.389008,-1.566206
ECR1207,Ecuador,Los Rios,Ventanas,,canton,2,R,218,EC-R,ECU,EC,"Ventanas, Los Rios, Ecuador",-79.409187,-1.4107881
ECR1208,Ecuador,Los Rios,Vinces,,canton,2,R,218,EC-R,ECU,EC,"Vinces, Los Rios, Ecuador",-79.784981,-1.5910081
ECR1209,Ecuador,Los Rios,Palenque,,canton,2,R,218,EC-R,ECU,EC,"Palenque, Los Rios, Ecuador",-79.715401,-1.3342851
ECR1210,Ecuador,Los Rios,Buena Fe,,canton,2,R,218,EC-R,ECU,EC,"Buena Fe, Los Rios, Ecuador",-79.543556,-.7841078
ECR1211,Ecuador,Los Rios,Valencia,,canton,2,R,218,EC-R,ECU,EC,"Valencia, Los Rios, Ecuador",-79.306633,-.77748656
ECR1212,Ecuador,Los Rios,Mocache,,canton,2,R,218,EC-R,ECU,EC,"Mocache, Los Rios, Ecuador",-79.549843,-1.1896709
ECR1213,Ecuador,Los Rios,Quinsaloma,,canton,2,R,218,EC-R,ECU,EC,"Quinsaloma, Los Rios, Ecuador",-79.323265,-1.1909851
ECS1401,Ecuador,Morona Santiago,Morona,,canton,2,S,218,EC-S,ECU,EC,"Morona, Morona Santiago, Ecuador",-78.115334,-2.2097948
ECS1402,Ecuador,Morona Santiago,Gualaquiza,,canton,2,S,218,EC-S,ECU,EC,"Gualaquiza, Morona Santiago, Ecuador",-78.652832,-3.3648169
ECS1403,Ecuador,Morona Santiago,Limon Indanza,,canton,2,S,218,EC-S,ECU,EC,"Limon Indanza, Morona Santiago, Ecuador",-78.348053,-3.0386612
ECS1404,Ecuador,Morona Santiago,Palora,,canton,2,S,218,EC-S,ECU,EC,"Palora, Morona Santiago, Ecuador",-78.113045,-1.6716826
ECS1405,Ecuador,Morona Santiago,Santiago,,canton,2,S,218,EC-S,ECU,EC,"Santiago, Morona Santiago, Ecuador",-78.356934,-2.6864479
ECS1406,Ecuador,Morona Santiago,Sucua,,canton,2,S,218,EC-S,ECU,EC,"Sucua, Morona Santiago, Ecuador",-78.256096,-2.4608212
ECS1407,Ecuador,Morona Santiago,Huamboya,,canton,2,S,218,EC-S,ECU,EC,"Huamboya, Morona Santiago, Ecuador",-77.956703,-1.984255
ECS1408,Ecuador,Morona Santiago,San Juan Bosco,,canton,2,S,218,EC-S,ECU,EC,"San Juan Bosco, Morona Santiago, Ecuador",-78.375954,-3.2567661
ECS1409,Ecuador,Morona Santiago,Taisha,,canton,2,S,218,EC-S,ECU,EC,"Taisha, Morona Santiago, Ecuador",-77.391418,-2.4756401
ECS1410,Ecuador,Morona Santiago,Logrono,,canton,2,S,218,EC-S,ECU,EC,"Logrono, Morona Santiago, Ecuador",-78.041374,-2.7671189
ECS1411,Ecuador,Morona Santiago,Pablo Sexto,,canton,2,S,218,EC-S,ECU,EC,"Pablo Sexto, Morona Santiago, Ecuador",-78.275848,-1.8584458
ECS1412,Ecuador,Morona Santiago,Tiwintza,,canton,2,S,218,EC-S,ECU,EC,"Tiwintza, Morona Santiago, Ecuador",-77.908157,-2.9845972
ECSD0808,Ecuador,Sto. Domingo Tsachilas,La Concordia,,canton,2,SD,218,EC-SD,ECU,EC,"La Concordia, Sto. Domingo Tsachilas, Ecuador",-79.374771,-.042018849
ECSD2301,Ecuador,Sto. Domingo Tsachilas,Santo Domingo,,canton,2,SD,218,EC-SD,ECU,EC,"Santo Domingo, Sto. Domingo Tsachilas, Ecuador",-79.176819,-.30606508
