id,date,admin0,admin1,admin2,cases
COSAN68406,2020-02-15,Colombia,Santander,Lebrija,0
COSAN68418,2020-02-15,Colombia,Santander,Los Santos,0
COSAN68425,2020-02-15,Colombia,Santander,Macaravita,0
COSAN68432,2020-02-15,Colombia,Santander,Malaga,0
COSAN68444,2020-02-15,Colombia,Santander,Matanza,0
COSAN68464,2020-02-15,Colombia,Santander,Mogotes,0
COSAN68468,2020-02-15,Colombia,Santander,Molagavita,0
COSAN68498,2020-02-15,Colombia,Santander,Ocamonte,0
COSAN68500,2020-02-15,Colombia,Santander,Oiba,0
COSAN68502,2020-02-15,Colombia,Santander,Onzaga,0
COSAN68522,2020-02-15,Colombia,Santander,Palmar,0
COSAN68524,2020-02-15,Colombia,Santander,Palmas Del Socorro,0
COSAN68533,2020-02-15,Colombia,Santander,Paramo,0
COSAN68547,2020-02-15,Colombia,Santander,Piedecuesta,0
COSAN68549,2020-02-15,Colombia,Santander,Pinchote,0
COSAN68572,2020-02-15,Colombia,Santander,Puente Nacional,0
COSAN68573,2020-02-15,Colombia,Santander,Puerto Parra,0
COSAN68575,2020-02-15,Colombia,Santander,Puerto Wilches,0
COSAN68615,2020-02-15,Colombia,Santander,Rionegro,0
COSAN68655,2020-02-15,Colombia,Santander,Sabana De Torres,0
COSAN68669,2020-02-15,Colombia,Santander,San Andres,0
COSAN68673,2020-02-15,Colombia,Santander,San Benito,0
COSAN68679,2020-02-15,Colombia,Santander,San Gil,0
COSAN68682,2020-02-15,Colombia,Santander,San Joaquin,0
COSAN68684,2020-02-15,Colombia,Santander,San Jose De Miranda,0
COSAN68686,2020-02-15,Colombia,Santander,San Miguel,0
COSAN68689,2020-02-15,Colombia,Santander,San Vicente De Chucuri,0
COSAN68705,2020-02-15,Colombia,Santander,Santa Barbara,0
COSAN68720,2020-02-15,Colombia,Santander,Santa Helena Del Opon,0
COSAN68745,2020-02-15,Colombia,Santander,Simacota,0
COSAN68755,2020-02-15,Colombia,Santander,Socorro,0
COSAN68770,2020-02-15,Colombia,Santander,Suaita,0
COSAN68773,2020-02-15,Colombia,Santander,Sucre,0
COSAN68780,2020-02-15,Colombia,Santander,Surata,0
COSAN68820,2020-02-15,Colombia,Santander,Tona,0
COSAN68855,2020-02-15,Colombia,Santander,Valle De San Jose,0
COSAN68861,2020-02-15,Colombia,Santander,Velez,0
COSAN68867,2020-02-15,Colombia,Santander,Vetas,0
COSAN68872,2020-02-15,Colombia,Santander,Villanueva,0
COSAN68895,2020-02-15,Colombia,Santander,Zapatoca,0
COSAP88001,2020-02-15,Colombia,"Archipielago De San Andres, Providencia Y Santa Catalina",San Andres,0
COSAP88564,2020-02-15,Colombia,"Archipielago De San Andres, Providencia Y Santa Catalina",Providencia,0
COSUC70001,2020-02-15,Colombia,Sucre,Sincelejo,0
COSUC70110,2020-02-15,Colombia,Sucre,Buenavista,0
COSUC70124,2020-02-15,Colombia,Sucre,Caimito,0
COSUC70204,2020-02-15,Colombia,Sucre,Coloso,0
COSUC70215,2020-02-15,Colombia,Sucre,Corozal,0
COSUC70221,2020-02-15,Colombia,Sucre,Covenas,0
COSUC70230,2020-02-15,Colombia,Sucre,Chalan,0
COSUC70233,2020-02-15,Colombia,Sucre,El Roble,0
COSUC70235,2020-02-15,Colombia,Sucre,Galeras,0
COSUC70265,2020-02-15,Colombia,Sucre,Guaranda,0
COSUC70400,2020-02-15,Colombia,Sucre,La Union,0
COSUC70418,2020-02-15,Colombia,Sucre,Los Palmitos,0
COSUC70429,2020-02-15,Colombia,Sucre,Majagual,0
COSUC70473,2020-02-15,Colombia,Sucre,Morroa,0
COSUC70508,2020-02-15,Colombia,Sucre,Ovejas,0
COSUC70523,2020-02-15,Colombia,Sucre,Palmito,0
COSUC70670,2020-02-15,Colombia,Sucre,Sampues,0
COSUC70678,2020-02-15,Colombia,Sucre,San Benito Abad,0
COSUC70702,2020-02-15,Colombia,Sucre,San Juan De Betulia,0
COSUC70708,2020-02-15,Colombia,Sucre,San Marcos,0
COSUC70713,2020-02-15,Colombia,Sucre,San Onofre,0
COSUC70717,2020-02-15,Colombia,Sucre,San Pedro,0
COSUC70742,2020-02-15,Colombia,Sucre,San Luis De Since,0
COSUC70771,2020-02-15,Colombia,Sucre,Sucre,0
COSUC70820,2020-02-15,Colombia,Sucre,Santiago De Tolu,0
COSUC70823,2020-02-15,Colombia,Sucre,San Jose De Toluviejo,0
COTOL73001,2020-02-15,Colombia,Tolima,Ibague,0
COTOL73024,2020-02-15,Colombia,Tolima,Alpujarra,0
COTOL73026,2020-02-15,Colombia,Tolima,Alvarado,0
COTOL73030,2020-02-15,Colombia,Tolima,Ambalema,0
COTOL73043,2020-02-15,Colombia,Tolima,Anzoategui,0
COTOL73055,2020-02-15,Colombia,Tolima,Armero,0
COTOL73067,2020-02-15,Colombia,Tolima,Ataco,0
COTOL73124,2020-02-15,Colombia,Tolima,Cajamarca,0
COTOL73148,2020-02-15,Colombia,Tolima,Carmen De Apicala,0
COTOL73152,2020-02-15,Colombia,Tolima,Casabianca,0
COTOL73168,2020-02-15,Colombia,Tolima,Chaparral,0
COTOL73200,2020-02-15,Colombia,Tolima,Coello,0
COTOL73217,2020-02-15,Colombia,Tolima,Coyaima,0
COTOL73226,2020-02-15,Colombia,Tolima,Cunday,0
COTOL73236,2020-02-15,Colombia,Tolima,Dolores,0
COTOL73268,2020-02-15,Colombia,Tolima,Espinal,0
COTOL73270,2020-02-15,Colombia,Tolima,Falan,0
COTOL73275,2020-02-15,Colombia,Tolima,Flandes,0
COTOL73283,2020-02-15,Colombia,Tolima,Fresno,0
COTOL73319,2020-02-15,Colombia,Tolima,Guamo,0
COTOL73347,2020-02-15,Colombia,Tolima,Herveo,0
COTOL73349,2020-02-15,Colombia,Tolima,Honda,0
COTOL73352,2020-02-15,Colombia,Tolima,Icononzo,0
COTOL73408,2020-02-15,Colombia,Tolima,Lerida,0
COTOL73411,2020-02-15,Colombia,Tolima,Libano,0
COTOL73443,2020-02-15,Colombia,Tolima,San Sebastian De Mariquita,0
COTOL73449,2020-02-15,Colombia,Tolima,Melgar,0
COTOL73461,2020-02-15,Colombia,Tolima,Murillo,0
COTOL73483,2020-02-15,Colombia,Tolima,Natagaima,0
COTOL73504,2020-02-15,Colombia,Tolima,Ortega,0
COTOL73520,2020-02-15,Colombia,Tolima,Palocabildo,0
COTOL73547,2020-02-15,Colombia,Tolima,Piedras,0
COTOL73555,2020-02-15,Colombia,Tolima,Planadas,0
COTOL73563,2020-02-15,Colombia,Tolima,Prado,0
COTOL73585,2020-02-15,Colombia,Tolima,Purificacion,0
COTOL73616,2020-02-15,Colombia,Tolima,Rioblanco,0
COTOL73622,2020-02-15,Colombia,Tolima,Roncesvalles,0
COTOL73624,2020-02-15,Colombia,Tolima,Rovira,0
COTOL73671,2020-02-15,Colombia,Tolima,Saldana,0
COTOL73675,2020-02-15,Colombia,Tolima,San Antonio,0
COTOL73678,2020-02-15,Colombia,Tolima,San Luis,0
COTOL73686,2020-02-15,Colombia,Tolima,Santa Isabel,0
COTOL73770,2020-02-15,Colombia,Tolima,Suarez,0
COTOL73854,2020-02-15,Colombia,Tolima,Valle De San Juan,0
COTOL73861,2020-02-15,Colombia,Tolima,Venadillo,0
COTOL73870,2020-02-15,Colombia,Tolima,Villahermosa,0
COTOL73873,2020-02-15,Colombia,Tolima,Villarrica,0
COVAC76001,2020-02-15,Colombia,Valle Del Cauca,Cali,0
COVAC76020,2020-02-15,Colombia,Valle Del Cauca,Alcala,0
COVAC76036,2020-02-15,Colombia,Valle Del Cauca,Andalucia,0
COVAC76041,2020-02-15,Colombia,Valle Del Cauca,Ansermanuevo,0
COVAC76054,2020-02-15,Colombia,Valle Del Cauca,Argelia,0
COVAC76100,2020-02-15,Colombia,Valle Del Cauca,Bolivar,0
COVAC76109,2020-02-15,Colombia,Valle Del Cauca,Buenaventura,0
COVAC76111,2020-02-15,Colombia,Valle Del Cauca,Guadalajara De Buga,0
COVAC76113,2020-02-15,Colombia,Valle Del Cauca,Bugalagrande,0
COVAC76122,2020-02-15,Colombia,Valle Del Cauca,Caicedonia,0
COVAC76126,2020-02-15,Colombia,Valle Del Cauca,Calima,0
COVAC76130,2020-02-15,Colombia,Valle Del Cauca,Candelaria,0
COVAC76147,2020-02-15,Colombia,Valle Del Cauca,Cartago,0
COVAC76233,2020-02-15,Colombia,Valle Del Cauca,Dagua,0
COVAC76243,2020-02-15,Colombia,Valle Del Cauca,El Aguila,0
COVAC76246,2020-02-15,Colombia,Valle Del Cauca,El Cairo,0
COVAC76248,2020-02-15,Colombia,Valle Del Cauca,El Cerrito,0
COVAC76250,2020-02-15,Colombia,Valle Del Cauca,El Dovio,0
COVAC76275,2020-02-15,Colombia,Valle Del Cauca,Florida,0
COVAC76306,2020-02-15,Colombia,Valle Del Cauca,Ginebra,0
COVAC76318,2020-02-15,Colombia,Valle Del Cauca,Guacari,0
COVAC76364,2020-02-15,Colombia,Valle Del Cauca,Jamundi,0
COVAC76377,2020-02-15,Colombia,Valle Del Cauca,La Cumbre,0
COVAC76400,2020-02-15,Colombia,Valle Del Cauca,La Union,0
COVAC76403,2020-02-15,Colombia,Valle Del Cauca,La Victoria,0
COVAC76497,2020-02-15,Colombia,Valle Del Cauca,Obando,0
COVAC76520,2020-02-15,Colombia,Valle Del Cauca,Palmira,0
COVAC76563,2020-02-15,Colombia,Valle Del Cauca,Pradera,0
COVAC76606,2020-02-15,Colombia,Valle Del Cauca,Restrepo,0
COVAC76616,2020-02-15,Colombia,Valle Del Cauca,Riofrio,0
COVAC76622,2020-02-15,Colombia,Valle Del Cauca,Roldanillo,0
COVAC76670,2020-02-15,Colombia,Valle Del Cauca,San Pedro,0
COVAC76736,2020-02-15,Colombia,Valle Del Cauca,Sevilla,0
COVAC76823,2020-02-15,Colombia,Valle Del Cauca,Toro,0
COVAC76828,2020-02-15,Colombia,Valle Del Cauca,Trujillo,0
COVAC76834,2020-02-15,Colombia,Valle Del Cauca,Tulua,0
COVAC76845,2020-02-15,Colombia,Valle Del Cauca,Ulloa,0
COVAC76863,2020-02-15,Colombia,Valle Del Cauca,Versalles,0
COVAC76869,2020-02-15,Colombia,Valle Del Cauca,Vijes,0
COVAC76890,2020-02-15,Colombia,Valle Del Cauca,Yotoco,0
COVAC76892,2020-02-15,Colombia,Valle Del Cauca,Yumbo,0
COVAC76895,2020-02-15,Colombia,Valle Del Cauca,Zarzal,0
COVAU97001,2020-02-15,Colombia,Vaupes,Mitu,0
COVAU97161,2020-02-15,Colombia,Vaupes,Caruru,0
COVAU97511,2020-02-15,Colombia,Vaupes,Pacoa,0
COVAU97666,2020-02-15,Colombia,Vaupes,Taraira,0
COVAU97777,2020-02-15,Colombia,Vaupes,Papunahua,0
COVAU97889,2020-02-15,Colombia,Vaupes,Yavarate,0
COVID99001,2020-02-15,Colombia,Vichada,Puerto Carreno,0
COVID99524,2020-02-15,Colombia,Vichada,La Primavera,0
COVID99624,2020-02-15,Colombia,Vichada,Santa Rosalia,0
COVID99773,2020-02-15,Colombia,Vichada,Cumaribo,0
